LocationTime,Location,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($)
CAN-2011,CAN,Canada,2011,male,35-54 ,1127,5074280,22.21,"1,788,647,906,048",54841
CAN-2011,CAN,Canada,2011,male,55-74 ,683,3455517,19.77,"1,788,647,906,048",54841
CAN-2011,CAN,Canada,2011,male,75+ ,184,943428,19.5,"1,788,647,906,048",54841
CAN-2011,CAN,Canada,2011,male,25-34 ,410,2400784,17.08,"1,788,647,906,048",54841
CAN-2011,CAN,Canada,2011,male,15-24 ,364,2356694,15.45,"1,788,647,906,048",54841
CAN-2011,CAN,Canada,2011,female,35-54 ,390,5032043,7.75,"1,788,647,906,048",54841
CAN-2011,CAN,Canada,2011,female,15-24 ,135,2248192,6.0,"1,788,647,906,048",54841
CAN-2011,CAN,Canada,2011,female,55-74 ,215,3629587,5.92,"1,788,647,906,048",54841
CAN-2011,CAN,Canada,2011,female,25-34 ,134,2370185,5.65,"1,788,647,906,048",54841
CAN-2011,CAN,Canada,2011,female,75+ ,55,1368680,4.02,"1,788,647,906,048",54841
CAN-2011,CAN,Canada,2011,female,5-14 ,18,1815461,0.99,"1,788,647,906,048",54841
CAN-2011,CAN,Canada,2011,male,5-14 ,13,1920567,0.68,"1,788,647,906,048",54841
CAN-2012,CAN,Canada,2012,male,35-54 ,1205,5056024,23.83,"1,824,288,757,448",55347
CAN-2012,CAN,Canada,2012,male,55-74 ,770,3586361,21.47,"1,824,288,757,448",55347
CAN-2012,CAN,Canada,2012,male,75+ ,180,967342,18.61,"1,824,288,757,448",55347
CAN-2012,CAN,Canada,2012,male,25-34 ,419,2431632,17.23,"1,824,288,757,448",55347
CAN-2012,CAN,Canada,2012,male,15-24 ,381,2358461,16.15,"1,824,288,757,448",55347
CAN-2012,CAN,Canada,2012,female,35-54 ,385,5018897,7.67,"1,824,288,757,448",55347
CAN-2012,CAN,Canada,2012,female,55-74 ,241,3756013,6.42,"1,824,288,757,448",55347
CAN-2012,CAN,Canada,2012,female,15-24 ,137,2255895,6.07,"1,824,288,757,448",55347
CAN-2012,CAN,Canada,2012,female,25-34 ,129,2403433,5.37,"1,824,288,757,448",55347
CAN-2012,CAN,Canada,2012,female,75+ ,45,1389078,3.24,"1,824,288,757,448",55347
CAN-2012,CAN,Canada,2012,female,5-14 ,17,1816079,0.94,"1,824,288,757,448",55347
CAN-2012,CAN,Canada,2012,male,5-14 ,17,1921981,0.88,"1,824,288,757,448",55347
CAN-2013,CAN,Canada,2013,male,35-54 ,1244,5032714,24.72,"1,842,628,005,830",55310
CAN-2013,CAN,Canada,2013,male,75+ ,231,991048,23.31,"1,842,628,005,830",55310
CAN-2013,CAN,Canada,2013,male,55-74 ,812,3724622,21.8,"1,842,628,005,830",55310
CAN-2013,CAN,Canada,2013,male,25-34 ,439,2456335,17.87,"1,842,628,005,830",55310
CAN-2013,CAN,Canada,2013,male,15-24 ,300,2362807,12.7,"1,842,628,005,830",55310
CAN-2013,CAN,Canada,2013,female,35-54 ,400,5003771,7.99,"1,842,628,005,830",55310
CAN-2013,CAN,Canada,2013,female,55-74 ,255,3887315,6.56,"1,842,628,005,830",55310
CAN-2013,CAN,Canada,2013,female,15-24 ,138,2261173,6.1,"1,842,628,005,830",55310
CAN-2013,CAN,Canada,2013,female,25-34 ,135,2433660,5.55,"1,842,628,005,830",55310
CAN-2013,CAN,Canada,2013,female,75+ ,65,1410630,4.61,"1,842,628,005,830",55310
CAN-2013,CAN,Canada,2013,female,5-14 ,20,1823010,1.1,"1,842,628,005,830",55310
CAN-2013,CAN,Canada,2013,male,5-14 ,15,1927751,0.78,"1,842,628,005,830",55310
FRA-1990,FRA,France,1990,male,75+ ,1441,1360900,105.89,"1,269,179,616,914",23968
FRA-1990,FRA,France,1990,male,55-74 ,1986,4746800,41.84,"1,269,179,616,914",23968
FRA-1990,FRA,France,1990,male,35-54 ,2816,7267500,38.75,"1,269,179,616,914",23968
FRA-1990,FRA,France,1990,male,25-34 ,1314,4289900,30.63,"1,269,179,616,914",23968
FRA-1990,FRA,France,1990,female,75+ ,661,2583600,25.58,"1,269,179,616,914",23968
FRA-1990,FRA,France,1990,female,55-74 ,1002,5482800,18.28,"1,269,179,616,914",23968
FRA-1990,FRA,France,1990,male,15-24 ,607,4318400,14.06,"1,269,179,616,914",23968
FRA-1990,FRA,France,1990,female,35-54 ,981,7178300,13.67,"1,269,179,616,914",23968
FRA-1990,FRA,France,1990,female,25-34 ,392,4308400,9.1,"1,269,179,616,914",23968
FRA-1990,FRA,France,1990,female,15-24 ,184,4175200,4.41,"1,269,179,616,914",23968
FRA-1990,FRA,France,1990,male,5-14 ,14,3705600,0.38,"1,269,179,616,914",23968
FRA-1990,FRA,France,1990,female,5-14 ,5,3535500,0.14,"1,269,179,616,914",23968
FRA-1991,FRA,France,1991,male,75+ ,1309,1318500,99.28,"1,269,276,828,276",23821
FRA-1991,FRA,France,1991,male,55-74 ,2048,4856900,42.17,"1,269,276,828,276",23821
FRA-1991,FRA,France,1991,male,35-54 ,2870,7380300,38.89,"1,269,276,828,276",23821
FRA-1991,FRA,France,1991,male,25-34 ,1346,4308800,31.24,"1,269,276,828,276",23821
FRA-1991,FRA,France,1991,female,75+ ,645,2521400,25.58,"1,269,276,828,276",23821
FRA-1991,FRA,France,1991,female,55-74 ,1041,5609300,18.56,"1,269,276,828,276",23821
FRA-1991,FRA,France,1991,male,15-24 ,639,4254000,15.02,"1,269,276,828,276",23821
FRA-1991,FRA,France,1991,female,35-54 ,1058,7305800,14.48,"1,269,276,828,276",23821
FRA-1991,FRA,France,1991,female,25-34 ,366,4320400,8.47,"1,269,276,828,276",23821
FRA-1991,FRA,France,1991,female,15-24 ,167,4110000,4.06,"1,269,276,828,276",23821
FRA-1991,FRA,France,1991,male,5-14 ,9,3734900,0.24,"1,269,276,828,276",23821
FRA-1991,FRA,France,1991,female,5-14 ,4,3562600,0.11,"1,269,276,828,276",23821
FRA-1992,FRA,France,1992,male,75+ ,1328,1285400,103.31,"1,401,465,923,172",26136
FRA-1992,FRA,France,1992,male,55-74 ,2077,4952400,41.94,"1,401,465,923,172",26136
FRA-1992,FRA,France,1992,male,35-54 ,3029,7502100,40.38,"1,401,465,923,172",26136
FRA-1992,FRA,France,1992,male,25-34 ,1400,4320300,32.41,"1,401,465,923,172",26136
FRA-1992,FRA,France,1992,female,75+ ,599,2470100,24.25,"1,401,465,923,172",26136
FRA-1992,FRA,France,1992,female,55-74 ,981,5720200,17.15,"1,401,465,923,172",26136
FRA-1992,FRA,France,1992,female,35-54 ,1058,7441900,14.22,"1,401,465,923,172",26136
FRA-1992,FRA,France,1992,male,15-24 ,589,4210800,13.99,"1,401,465,923,172",26136
FRA-1992,FRA,France,1992,female,25-34 ,386,4320800,8.93,"1,401,465,923,172",26136
FRA-1992,FRA,France,1992,female,15-24 ,175,4067600,4.3,"1,401,465,923,172",26136
FRA-1992,FRA,France,1992,male,5-14 ,19,3751400,0.51,"1,401,465,923,172",26136
FRA-1992,FRA,France,1992,female,5-14 ,3,3579300,0.08,"1,401,465,923,172",26136
FRA-1993,FRA,France,1993,male,75+ ,1311,1265300,103.61,"1,322,815,612,694",24521
FRA-1993,FRA,France,1993,male,35-54 ,3210,7621500,42.12,"1,322,815,612,694",24521
FRA-1993,FRA,France,1993,male,55-74 ,2100,5032900,41.73,"1,322,815,612,694",24521
FRA-1993,FRA,France,1993,male,25-34 ,1458,4331900,33.66,"1,322,815,612,694",24521
FRA-1993,FRA,France,1993,female,75+ ,624,2434800,25.63,"1,322,815,612,694",24521
FRA-1993,FRA,France,1993,male,15-24 ,756,4162000,18.16,"1,322,815,612,694",24521
FRA-1993,FRA,France,1993,female,55-74 ,983,5810700,16.92,"1,322,815,612,694",24521
FRA-1993,FRA,France,1993,female,35-54 ,1153,7578600,15.21,"1,322,815,612,694",24521
FRA-1993,FRA,France,1993,female,25-34 ,415,4324200,9.6,"1,322,815,612,694",24521
FRA-1993,FRA,France,1993,female,15-24 ,210,4020100,5.22,"1,322,815,612,694",24521
FRA-1993,FRA,France,1993,male,5-14 ,26,3767600,0.69,"1,322,815,612,694",24521
FRA-1993,FRA,France,1993,female,5-14 ,5,3595800,0.14,"1,322,815,612,694",24521
FRA-1994,FRA,France,1994,male,75+ ,1234,1262200,97.77,"1,393,982,750,473",25697
FRA-1994,FRA,France,1994,male,55-74 ,2194,5097900,43.04,"1,393,982,750,473",25697
FRA-1994,FRA,France,1994,male,35-54 ,3310,7746900,42.73,"1,393,982,750,473",25697
FRA-1994,FRA,France,1994,male,25-34 ,1456,4334000,33.59,"1,393,982,750,473",25697
FRA-1994,FRA,France,1994,female,75+ ,536,2421100,22.14,"1,393,982,750,473",25697
FRA-1994,FRA,France,1994,female,55-74 ,964,5881000,16.39,"1,393,982,750,473",25697
FRA-1994,FRA,France,1994,male,15-24 ,663,4113400,16.12,"1,393,982,750,473",25697
FRA-1994,FRA,France,1994,female,35-54 ,1102,7721300,14.27,"1,393,982,750,473",25697
FRA-1994,FRA,France,1994,female,25-34 ,390,4321000,9.03,"1,393,982,750,473",25697
FRA-1994,FRA,France,1994,female,15-24 ,171,3974200,4.3,"1,393,982,750,473",25697
FRA-1994,FRA,France,1994,male,5-14 ,15,3772200,0.4,"1,393,982,750,473",25697
FRA-1994,FRA,France,1994,female,5-14 ,6,3601900,0.17,"1,393,982,750,473",25697
FRA-1995,FRA,France,1995,male,75+ ,1299,1339300,96.99,"1,601,094,756,210",29363
FRA-1995,FRA,France,1995,male,55-74 ,2067,5066300,40.8,"1,601,094,756,210",29363
FRA-1995,FRA,France,1995,male,35-54 ,3198,7887100,40.55,"1,601,094,756,210",29363
FRA-1995,FRA,France,1995,male,25-34 ,1397,4337200,32.21,"1,601,094,756,210",29363
FRA-1995,FRA,France,1995,female,75+ ,543,2517900,21.57,"1,601,094,756,210",29363
FRA-1995,FRA,France,1995,female,55-74 ,1002,5819400,17.22,"1,601,094,756,210",29363
FRA-1995,FRA,France,1995,male,15-24 ,622,4081100,15.24,"1,601,094,756,210",29363
FRA-1995,FRA,France,1995,female,35-54 ,1110,7882500,14.08,"1,601,094,756,210",29363
FRA-1995,FRA,France,1995,female,25-34 ,372,4319400,8.61,"1,601,094,756,210",29363
FRA-1995,FRA,France,1995,female,15-24 ,181,3944400,4.59,"1,601,094,756,210",29363
FRA-1995,FRA,France,1995,male,5-14 ,22,3751400,0.59,"1,601,094,756,210",29363
FRA-1995,FRA,France,1995,female,5-14 ,6,3582500,0.17,"1,601,094,756,210",29363
FRA-1996,FRA,France,1996,male,75+ ,1227,1406900,87.21,"1,605,675,086,550",29305
FRA-1996,FRA,France,1996,male,35-54 ,3198,8040100,39.78,"1,605,675,086,550",29305
FRA-1996,FRA,France,1996,male,55-74 ,1905,5025600,37.91,"1,605,675,086,550",29305
FRA-1996,FRA,France,1996,male,25-34 ,1308,4348700,30.08,"1,605,675,086,550",29305
FRA-1996,FRA,France,1996,female,75+ ,524,2604800,20.12,"1,605,675,086,550",29305
FRA-1996,FRA,France,1996,female,55-74 ,898,5746100,15.63,"1,605,675,086,550",29305
FRA-1996,FRA,France,1996,female,35-54 ,1135,8060200,14.08,"1,605,675,086,550",29305
FRA-1996,FRA,France,1996,male,15-24 ,519,4039700,12.85,"1,605,675,086,550",29305
FRA-1996,FRA,France,1996,female,25-34 ,381,4324600,8.81,"1,605,675,086,550",29305
FRA-1996,FRA,France,1996,female,15-24 ,165,3903000,4.23,"1,605,675,086,550",29305
FRA-1996,FRA,France,1996,male,5-14 ,17,3729800,0.46,"1,605,675,086,550",29305
FRA-1996,FRA,France,1996,female,5-14 ,2,3562100,0.06,"1,605,675,086,550",29305
FRA-1997,FRA,France,1997,male,75+ ,1293,1466200,88.19,"1,452,884,917,959",26394
FRA-1997,FRA,France,1997,male,35-54 ,3224,8161700,39.5,"1,452,884,917,959",26394
FRA-1997,FRA,France,1997,male,55-74 ,1830,5020300,36.45,"1,452,884,917,959",26394
FRA-1997,FRA,France,1997,male,25-34 ,1206,4363600,27.64,"1,452,884,917,959",26394
FRA-1997,FRA,France,1997,female,75+ ,513,2681600,19.13,"1,452,884,917,959",26394
FRA-1997,FRA,France,1997,female,55-74 ,850,5708700,14.89,"1,452,884,917,959",26394
FRA-1997,FRA,France,1997,female,35-54 ,1137,8206300,13.86,"1,452,884,917,959",26394
FRA-1997,FRA,France,1997,male,15-24 ,534,3996500,13.36,"1,452,884,917,959",26394
FRA-1997,FRA,France,1997,female,25-34 ,362,4330700,8.36,"1,452,884,917,959",26394
FRA-1997,FRA,France,1997,female,15-24 ,167,3862400,4.32,"1,452,884,917,959",26394
FRA-1997,FRA,France,1997,male,5-14 ,12,3706700,0.32,"1,452,884,917,959",26394
FRA-1997,FRA,France,1997,female,5-14 ,11,3540800,0.31,"1,452,884,917,959",26394
FRA-1998,FRA,France,1998,male,75+ ,1207,1427400,84.56,"1,503,108,739,159",27190
FRA-1998,FRA,France,1998,male,35-54 ,3073,8206100,37.45,"1,503,108,739,159",27190
FRA-1998,FRA,France,1998,male,55-74 ,1822,4982000,36.57,"1,503,108,739,159",27190
FRA-1998,FRA,France,1998,male,25-34 ,1136,4361300,26.05,"1,503,108,739,159",27190
FRA-1998,FRA,France,1998,female,75+ ,469,2621800,17.89,"1,503,108,739,159",27190
FRA-1998,FRA,France,1998,female,55-74 ,789,5678200,13.9,"1,503,108,739,159",27190
FRA-1998,FRA,France,1998,male,15-24 ,523,3962400,13.2,"1,503,108,739,159",27190
FRA-1998,FRA,France,1998,female,35-54 ,1040,8271100,12.57,"1,503,108,739,159",27190
FRA-1998,FRA,France,1998,female,25-34 ,316,4325400,7.31,"1,503,108,739,159",27190
FRA-1998,FRA,France,1998,female,15-24 ,140,3836900,3.65,"1,503,108,739,159",27190
FRA-1998,FRA,France,1998,male,5-14 ,10,3891000,0.26,"1,503,108,739,159",27190
FRA-1998,FRA,France,1998,female,5-14 ,9,3717100,0.24,"1,503,108,739,159",27190
FRA-1999,FRA,France,1999,male,75+ ,1189,1477808,80.46,"1,492,647,560,196",27118
FRA-1999,FRA,France,1999,male,55-74 ,1744,4960694,35.16,"1,492,647,560,196",27118
FRA-1999,FRA,France,1999,male,35-54 ,2893,8248737,35.07,"1,492,647,560,196",27118
FRA-1999,FRA,France,1999,male,25-34 ,1103,4226264,26.1,"1,492,647,560,196",27118
FRA-1999,FRA,France,1999,female,75+ ,472,2704077,17.46,"1,492,647,560,196",27118
FRA-1999,FRA,France,1999,female,55-74 ,818,5655463,14.46,"1,492,647,560,196",27118
FRA-1999,FRA,France,1999,female,35-54 ,1090,8372745,13.02,"1,492,647,560,196",27118
FRA-1999,FRA,France,1999,male,15-24 ,477,3886319,12.27,"1,492,647,560,196",27118
FRA-1999,FRA,France,1999,female,25-34 ,325,4244890,7.66,"1,492,647,560,196",27118
FRA-1999,FRA,France,1999,female,15-24 ,127,3767655,3.37,"1,492,647,560,196",27118
FRA-1999,FRA,France,1999,male,5-14 ,21,3836476,0.55,"1,492,647,560,196",27118
FRA-1999,FRA,France,1999,female,5-14 ,9,3662265,0.25,"1,492,647,560,196",27118
FRA-2000,FRA,France,2000,male,75+ ,1326,1531239,86.6,"1,362,248,940,483",24648
FRA-2000,FRA,France,2000,male,35-54 ,3235,8355079,38.72,"1,362,248,940,483",24648
FRA-2000,FRA,France,2000,male,55-74 ,1820,4982015,36.53,"1,362,248,940,483",24648
FRA-2000,FRA,France,2000,male,25-34 ,1088,4176771,26.05,"1,362,248,940,483",24648
FRA-2000,FRA,France,2000,female,75+ ,492,2775754,17.72,"1,362,248,940,483",24648
FRA-2000,FRA,France,2000,female,55-74 ,819,5646919,14.5,"1,362,248,940,483",24648
FRA-2000,FRA,France,2000,female,35-54 ,1127,8501357,13.26,"1,362,248,940,483",24648
FRA-2000,FRA,France,2000,male,15-24 ,471,3885375,12.12,"1,362,248,940,483",24648
FRA-2000,FRA,France,2000,female,25-34 ,291,4188264,6.95,"1,362,248,940,483",24648
FRA-2000,FRA,France,2000,female,15-24 ,137,3764091,3.64,"1,362,248,940,483",24648
FRA-2000,FRA,France,2000,male,5-14 ,35,3817540,0.92,"1,362,248,940,483",24648
FRA-2000,FRA,France,2000,female,5-14 ,8,3643220,0.22,"1,362,248,940,483",24648
FRA-2001,FRA,France,2001,male,75+ ,1206,1585654,76.06,"1,376,465,324,385",24796
FRA-2001,FRA,France,2001,male,35-54 ,3166,8409778,37.65,"1,376,465,324,385",24796
FRA-2001,FRA,France,2001,male,55-74 ,1755,5049336,34.76,"1,376,465,324,385",24796
FRA-2001,FRA,France,2001,male,25-34 ,1075,4116558,26.11,"1,376,465,324,385",24796
FRA-2001,FRA,France,2001,female,75+ ,468,2849945,16.42,"1,376,465,324,385",24796
FRA-2001,FRA,France,2001,female,55-74 ,793,5685442,13.95,"1,376,465,324,385",24796
FRA-2001,FRA,France,2001,female,35-54 ,1122,8577068,13.08,"1,376,465,324,385",24796
FRA-2001,FRA,France,2001,male,15-24 ,434,3908716,11.1,"1,376,465,324,385",24796
FRA-2001,FRA,France,2001,female,25-34 ,260,4118984,6.31,"1,376,465,324,385",24796
FRA-2001,FRA,France,2001,female,15-24 ,135,3785067,3.57,"1,376,465,324,385",24796
FRA-2001,FRA,France,2001,male,5-14 ,24,3799737,0.63,"1,376,465,324,385",24796
FRA-2001,FRA,France,2001,female,5-14 ,11,3624987,0.3,"1,376,465,324,385",24796
FRA-2002,FRA,France,2002,male,75+ ,1189,1639346,72.53,"1,494,286,655,374",26714
FRA-2002,FRA,France,2002,male,35-54 ,3161,8426925,37.51,"1,494,286,655,374",26714
FRA-2002,FRA,France,2002,male,55-74 ,1817,5181628,35.07,"1,494,286,655,374",26714
FRA-2002,FRA,France,2002,male,25-34 ,1069,4093371,26.12,"1,494,286,655,374",26714
FRA-2002,FRA,France,2002,female,75+ ,483,2925326,16.51,"1,494,286,655,374",26714
FRA-2002,FRA,France,2002,female,55-74 ,825,5793815,14.24,"1,494,286,655,374",26714
FRA-2002,FRA,France,2002,female,35-54 ,1198,8616861,13.9,"1,494,286,655,374",26714
FRA-2002,FRA,France,2002,male,15-24 ,469,3945027,11.89,"1,494,286,655,374",26714
FRA-2002,FRA,France,2002,female,25-34 ,275,4087370,6.73,"1,494,286,655,374",26714
FRA-2002,FRA,France,2002,female,15-24 ,120,3826195,3.14,"1,494,286,655,374",26714
FRA-2002,FRA,France,2002,male,5-14 ,23,3788047,0.61,"1,494,286,655,374",26714
FRA-2002,FRA,France,2002,female,5-14 ,14,3611606,0.39,"1,494,286,655,374",26714
FRA-2003,FRA,France,2003,male,75+ ,1284,1693303,75.83,"1,840,480,812,641",32656
FRA-2003,FRA,France,2003,male,35-54 ,3379,8430499,40.08,"1,840,480,812,641",32656
FRA-2003,FRA,France,2003,male,55-74 ,1816,5329819,34.07,"1,840,480,812,641",32656
FRA-2003,FRA,France,2003,male,25-34 ,1038,4076309,25.46,"1,840,480,812,641",32656
FRA-2003,FRA,France,2003,female,75+ ,457,2996734,15.25,"1,840,480,812,641",32656
FRA-2003,FRA,France,2003,female,35-54 ,1163,8639264,13.46,"1,840,480,812,641",32656
FRA-2003,FRA,France,2003,female,55-74 ,785,5919087,13.26,"1,840,480,812,641",32656
FRA-2003,FRA,France,2003,male,15-24 ,495,3973756,12.46,"1,840,480,812,641",32656
FRA-2003,FRA,France,2003,female,25-34 ,281,4060810,6.92,"1,840,480,812,641",32656
FRA-2003,FRA,France,2003,female,15-24 ,141,3855507,3.66,"1,840,480,812,641",32656
FRA-2003,FRA,France,2003,male,5-14 ,26,3781291,0.69,"1,840,480,812,641",32656
FRA-2003,FRA,France,2003,female,5-14 ,6,3604023,0.17,"1,840,480,812,641",32656
FRA-2004,FRA,France,2004,male,75+ ,1233,1750685,70.43,"2,115,742,488,205",37240
FRA-2004,FRA,France,2004,male,35-54 ,3374,8436959,39.99,"2,115,742,488,205",37240
FRA-2004,FRA,France,2004,male,55-74 ,1800,5479461,32.85,"2,115,742,488,205",37240
FRA-2004,FRA,France,2004,male,25-34 ,947,4061640,23.32,"2,115,742,488,205",37240
FRA-2004,FRA,France,2004,female,75+ ,459,3076877,14.92,"2,115,742,488,205",37240
FRA-2004,FRA,France,2004,female,35-54 ,1259,8660789,14.54,"2,115,742,488,205",37240
FRA-2004,FRA,France,2004,female,55-74 ,819,6047298,13.54,"2,115,742,488,205",37240
FRA-2004,FRA,France,2004,male,15-24 ,486,3997101,12.16,"2,115,742,488,205",37240
FRA-2004,FRA,France,2004,female,25-34 ,272,4035822,6.74,"2,115,742,488,205",37240
FRA-2004,FRA,France,2004,female,15-24 ,135,3880131,3.48,"2,115,742,488,205",37240
FRA-2004,FRA,France,2004,male,5-14 ,15,3782655,0.4,"2,115,742,488,205",37240
FRA-2004,FRA,France,2004,female,5-14 ,5,3604504,0.14,"2,115,742,488,205",37240
FRA-2005,FRA,France,2005,male,75+ ,1325,1808791,73.25,"2,196,126,103,718",38420
FRA-2005,FRA,France,2005,male,35-54 ,3193,8428642,37.88,"2,196,126,103,718",38420
FRA-2005,FRA,France,2005,male,55-74 ,1905,5611154,33.95,"2,196,126,103,718",38420
FRA-2005,FRA,France,2005,male,25-34 ,946,4047608,23.37,"2,196,126,103,718",38420
FRA-2005,FRA,France,2005,female,75+ ,474,3160051,15.0,"2,196,126,103,718",38420
FRA-2005,FRA,France,2005,female,55-74 ,875,6158540,14.21,"2,196,126,103,718",38420
FRA-2005,FRA,France,2005,female,35-54 ,1159,8661387,13.38,"2,196,126,103,718",38420
FRA-2005,FRA,France,2005,male,15-24 ,439,3992606,11.0,"2,196,126,103,718",38420
FRA-2005,FRA,France,2005,female,25-34 ,240,4015093,5.98,"2,196,126,103,718",38420
FRA-2005,FRA,France,2005,female,15-24 ,128,3877610,3.3,"2,196,126,103,718",38420
FRA-2005,FRA,France,2005,male,5-14 ,21,3789200,0.55,"2,196,126,103,718",38420
FRA-2005,FRA,France,2005,female,5-14 ,8,3610005,0.22,"2,196,126,103,718",38420
FRA-2006,FRA,France,2006,male,75+ ,1272,1873693,67.89,"2,318,593,651,988",40097
FRA-2006,FRA,France,2006,male,35-54 ,3139,8448839,37.15,"2,318,593,651,988",40097
FRA-2006,FRA,France,2006,male,55-74 ,1875,5745824,32.63,"2,318,593,651,988",40097
FRA-2006,FRA,France,2006,male,25-34 ,887,3953119,22.44,"2,318,593,651,988",40097
FRA-2006,FRA,France,2006,female,75+ ,451,3282478,13.74,"2,318,593,651,988",40097
FRA-2006,FRA,France,2006,female,55-74 ,862,6363131,13.55,"2,318,593,651,988",40097
FRA-2006,FRA,France,2006,female,35-54 ,1130,8713240,12.97,"2,318,593,651,988",40097
FRA-2006,FRA,France,2006,male,15-24 ,398,4014107,9.92,"2,318,593,651,988",40097
FRA-2006,FRA,France,2006,female,25-34 ,255,3997748,6.38,"2,318,593,651,988",40097
FRA-2006,FRA,France,2006,female,15-24 ,124,3915675,3.17,"2,318,593,651,988",40097
FRA-2006,FRA,France,2006,male,5-14 ,22,3850817,0.57,"2,318,593,651,988",40097
FRA-2006,FRA,France,2006,female,5-14 ,8,3665776,0.22,"2,318,593,651,988",40097
FRA-2007,FRA,France,2007,male,75+ ,1315,1932659,68.04,"2,657,213,249,384",45682
FRA-2007,FRA,France,2007,male,35-54 ,3072,8475997,36.24,"2,657,213,249,384",45682
FRA-2007,FRA,France,2007,male,55-74 ,1776,5859657,30.31,"2,657,213,249,384",45682
FRA-2007,FRA,France,2007,male,25-34 ,843,3926679,21.47,"2,657,213,249,384",45682
FRA-2007,FRA,France,2007,female,75+ ,461,3367365,13.69,"2,657,213,249,384",45682
FRA-2007,FRA,France,2007,female,55-74 ,832,6461012,12.88,"2,657,213,249,384",45682
FRA-2007,FRA,France,2007,female,35-54 ,1091,8736539,12.49,"2,657,213,249,384",45682
FRA-2007,FRA,France,2007,male,15-24 ,397,3998872,9.93,"2,657,213,249,384",45682
FRA-2007,FRA,France,2007,female,25-34 ,204,3971637,5.14,"2,657,213,249,384",45682
FRA-2007,FRA,France,2007,female,15-24 ,114,3893480,2.93,"2,657,213,249,384",45682
FRA-2007,FRA,France,2007,male,5-14 ,16,3864992,0.41,"2,657,213,249,384",45682
FRA-2007,FRA,France,2007,female,5-14 ,6,3678122,0.16,"2,657,213,249,384",45682
FRA-2008,FRA,France,2008,male,75+ ,1346,1985275,67.8,"2,918,382,891,460",49901
FRA-2008,FRA,France,2008,male,35-54 ,3036,8513565,35.66,"2,918,382,891,460",49901
FRA-2008,FRA,France,2008,male,55-74 ,1952,5974431,32.67,"2,918,382,891,460",49901
FRA-2008,FRA,France,2008,male,25-34 ,843,3876451,21.75,"2,918,382,891,460",49901
FRA-2008,FRA,France,2008,female,75+ ,461,3430254,13.44,"2,918,382,891,460",49901
FRA-2008,FRA,France,2008,female,55-74 ,843,6570343,12.83,"2,918,382,891,460",49901
FRA-2008,FRA,France,2008,female,35-54 ,1105,8762552,12.61,"2,918,382,891,460",49901
FRA-2008,FRA,France,2008,male,15-24 ,422,3971604,10.63,"2,918,382,891,460",49901
FRA-2008,FRA,France,2008,female,25-34 ,211,3934713,5.36,"2,918,382,891,460",49901
FRA-2008,FRA,France,2008,female,15-24 ,108,3865331,2.79,"2,918,382,891,460",49901
FRA-2008,FRA,France,2008,male,5-14 ,20,3893417,0.51,"2,918,382,891,460",49901
FRA-2008,FRA,France,2008,female,5-14 ,6,3705031,0.16,"2,918,382,891,460",49901
FRA-2009,FRA,France,2009,male,75+ ,1351,2035007,66.39,"2,690,222,283,968",45775
FRA-2009,FRA,France,2009,male,35-54 ,3124,8526689,36.64,"2,690,222,283,968",45775
FRA-2009,FRA,France,2009,male,55-74 ,2033,6081994,33.43,"2,690,222,283,968",45775
FRA-2009,FRA,France,2009,male,25-34 ,827,3838456,21.55,"2,690,222,283,968",45775
FRA-2009,FRA,France,2009,female,75+ ,464,3487831,13.3,"2,690,222,283,968",45775
FRA-2009,FRA,France,2009,female,55-74 ,883,6675905,13.23,"2,690,222,283,968",45775
FRA-2009,FRA,France,2009,female,35-54 ,1039,8763692,11.86,"2,690,222,283,968",45775
FRA-2009,FRA,France,2009,male,15-24 ,404,3953357,10.22,"2,690,222,283,968",45775
FRA-2009,FRA,France,2009,female,25-34 ,215,3905999,5.5,"2,690,222,283,968",45775
FRA-2009,FRA,France,2009,female,15-24 ,122,3843704,3.17,"2,690,222,283,968",45775
FRA-2009,FRA,France,2009,male,5-14 ,26,3922145,0.66,"2,690,222,283,968",45775
FRA-2009,FRA,France,2009,female,5-14 ,11,3735948,0.29,"2,690,222,283,968",45775
FRA-2010,FRA,France,2010,male,75+ ,1354,2081818,65.04,"2,642,609,548,930",44747
FRA-2010,FRA,France,2010,male,35-54 ,3118,8518205,36.6,"2,642,609,548,930",44747
FRA-2010,FRA,France,2010,male,55-74 ,1956,6187723,31.61,"2,642,609,548,930",44747
FRA-2010,FRA,France,2010,male,25-34 ,805,3829316,21.02,"2,642,609,548,930",44747
FRA-2010,FRA,France,2010,female,75+ ,464,3538923,13.11,"2,642,609,548,930",44747
FRA-2010,FRA,France,2010,female,55-74 ,889,6785286,13.1,"2,642,609,548,930",44747
FRA-2010,FRA,France,2010,female,35-54 ,1074,8736585,12.29,"2,642,609,548,930",44747
FRA-2010,FRA,France,2010,male,15-24 ,385,3937209,9.78,"2,642,609,548,930",44747
FRA-2010,FRA,France,2010,female,25-34 ,177,3906931,4.53,"2,642,609,548,930",44747
FRA-2010,FRA,France,2010,female,15-24 ,117,3823806,3.06,"2,642,609,548,930",44747
FRA-2010,FRA,France,2010,male,5-14 ,23,3947453,0.58,"2,642,609,548,930",44747
