LocationTime,LOCATION,INDICATOR,TIME,Value
SVN-2014,SVN,POVERTY,2014,0.09
SVN-2015,SVN,POVERTY,2015,0.072
SVN-2016,SVN,POVERTY,2016,0.071
SVN-2017,SVN,POVERTY,2017,0.064
SVN-2018,SVN,POVERTY,2018,0.059
SVN-2019,SVN,POVERTY,2019,0.056
SVN-2004,SVN,POVERTY,2004,0.079
SVN-2005,SVN,POVERTY,2005,0.071
SVN-2006,SVN,POVERTY,2006,0.074
SVN-2007,SVN,POVERTY,2007,0.079
SVN-2008,SVN,POVERTY,2008,0.079
SVN-2009,SVN,POVERTY,2009,0.083
SVN-2010,SVN,POVERTY,2010,0.091
SVN-2011,SVN,POVERTY,2011,0.086
SVN-2012,SVN,POVERTY,2012,0.095
SVN-2013,SVN,POVERTY,2013,0.095
SVN-2014,SVN,POVERTY,2014,0.093
SVN-2015,SVN,POVERTY,2015,0.092
SVN-2016,SVN,POVERTY,2016,0.086
SVN-2017,SVN,POVERTY,2017,0.085
SVN-2018,SVN,POVERTY,2018,0.075
SVN-2019,SVN,POVERTY,2019,0.074
SVN-2004,SVN,POVERTY,2004,0.064
SVN-2005,SVN,POVERTY,2005,0.057
SVN-2006,SVN,POVERTY,2006,0.059
SVN-2007,SVN,POVERTY,2007,0.063
SVN-2008,SVN,POVERTY,2008,0.061
SVN-2009,SVN,POVERTY,2009,0.07
SVN-2010,SVN,POVERTY,2010,0.075
SVN-2011,SVN,POVERTY,2011,0.076
SVN-2012,SVN,POVERTY,2012,0.083
SVN-2013,SVN,POVERTY,2013,0.088
SVN-2014,SVN,POVERTY,2014,0.085
SVN-2015,SVN,POVERTY,2015,0.087
SVN-2016,SVN,POVERTY,2016,0.082
SVN-2017,SVN,POVERTY,2017,0.078
SVN-2018,SVN,POVERTY,2018,0.068
SVN-2019,SVN,POVERTY,2019,0.064
JPN-2018,JPN,POVERTY,2018,0.14
JPN-2018,JPN,POVERTY,2018,0.157
JPN-2018,JPN,POVERTY,2018,0.13
KOR-2011,KOR,POVERTY,2011,0.164
KOR-2012,KOR,POVERTY,2012,0.168
KOR-2013,KOR,POVERTY,2013,0.164
KOR-2014,KOR,POVERTY,2014,0.165
KOR-2015,KOR,POVERTY,2015,0.16
KOR-2016,KOR,POVERTY,2016,0.152
KOR-2017,KOR,POVERTY,2017,0.142
KOR-2018,KOR,POVERTY,2018,0.123
KOR-2019,KOR,POVERTY,2019,0.106
KOR-2020,KOR,POVERTY,2020,0.098
CHL-2009,CHL,POVERTY,2009,0.23
CHL-2011,CHL,POVERTY,2011,0.253
CHL-2013,CHL,POVERTY,2013,0.225
CHL-2015,CHL,POVERTY,2015,0.211
CHL-2017,CHL,POVERTY,2017,0.215
CHL-2009,CHL,POVERTY,2009,0.178
CHL-2011,CHL,POVERTY,2011,0.184
CHL-2013,CHL,POVERTY,2013,0.168
CHL-2015,CHL,POVERTY,2015,0.161
CHL-2017,CHL,POVERTY,2017,0.165
CHL-2009,CHL,POVERTY,2009,0.16
CHL-2011,CHL,POVERTY,2011,0.161
CHL-2013,CHL,POVERTY,2013,0.148
CHL-2015,CHL,POVERTY,2015,0.142
CHL-2017,CHL,POVERTY,2017,0.145
LVA-2004,LVA,POVERTY,2004,0.161
LVA-2005,LVA,POVERTY,2005,0.19
LVA-2006,LVA,POVERTY,2006,0.122
LVA-2007,LVA,POVERTY,2007,0.145
LVA-2008,LVA,POVERTY,2008,0.181
LVA-2009,LVA,POVERTY,2009,0.172
LVA-2010,LVA,POVERTY,2010,0.173
LVA-2011,LVA,POVERTY,2011,0.16
LVA-2012,LVA,POVERTY,2012,0.156
LVA-2013,LVA,POVERTY,2013,0.156
LVA-2014,LVA,POVERTY,2014,0.156
LVA-2015,LVA,POVERTY,2015,0.123
LVA-2016,LVA,POVERTY,2016,0.13
LVA-2017,LVA,POVERTY,2017,0.111
LVA-2018,LVA,POVERTY,2018,0.105
LVA-2019,LVA,POVERTY,2019,0.102
LVA-2020,LVA,POVERTY,2020,0.106
LVA-2004,LVA,POVERTY,2004,0.142
LVA-2005,LVA,POVERTY,2005,0.176
LVA-2006,LVA,POVERTY,2006,0.146
LVA-2007,LVA,POVERTY,2007,0.186
LVA-2008,LVA,POVERTY,2008,0.191
LVA-2009,LVA,POVERTY,2009,0.141
LVA-2010,LVA,POVERTY,2010,0.133
LVA-2011,LVA,POVERTY,2011,0.129
LVA-2012,LVA,POVERTY,2012,0.133
LVA-2013,LVA,POVERTY,2013,0.145
LVA-2014,LVA,POVERTY,2014,0.164
LVA-2015,LVA,POVERTY,2015,0.162
LVA-2016,LVA,POVERTY,2016,0.167
LVA-2017,LVA,POVERTY,2017,0.166
LVA-2018,LVA,POVERTY,2018,0.175
LVA-2019,LVA,POVERTY,2019,0.162
LVA-2020,LVA,POVERTY,2020,0.169
LVA-2004,LVA,POVERTY,2004,0.143
LVA-2005,LVA,POVERTY,2005,0.158
LVA-2006,LVA,POVERTY,2006,0.127
LVA-2007,LVA,POVERTY,2007,0.134
LVA-2008,LVA,POVERTY,2008,0.147
LVA-2009,LVA,POVERTY,2009,0.142
LVA-2010,LVA,POVERTY,2010,0.144
LVA-2011,LVA,POVERTY,2011,0.137
LVA-2012,LVA,POVERTY,2012,0.132
LVA-2013,LVA,POVERTY,2013,0.125
LVA-2014,LVA,POVERTY,2014,0.136
LVA-2015,LVA,POVERTY,2015,0.13
LVA-2016,LVA,POVERTY,2016,0.13
LVA-2017,LVA,POVERTY,2017,0.126
LVA-2018,LVA,POVERTY,2018,0.131
LVA-2019,LVA,POVERTY,2019,0.127
LVA-2020,LVA,POVERTY,2020,0.132
LTU-2004,LTU,POVERTY,2004,0.165
LTU-2005,LTU,POVERTY,2005,0.187
LTU-2006,LTU,POVERTY,2006,0.155
LTU-2007,LTU,POVERTY,2007,0.144
LTU-2008,LTU,POVERTY,2008,0.159
LTU-2009,LTU,POVERTY,2009,0.194
LTU-2010,LTU,POVERTY,2010,0.157
LTU-2011,LTU,POVERTY,2011,0.147
LTU-2012,LTU,POVERTY,2012,0.184
LTU-2013,LTU,POVERTY,2013,0.139
LTU-2014,LTU,POVERTY,2014,0.204
LTU-2015,LTU,POVERTY,2015,0.19
LTU-2016,LTU,POVERTY,2016,0.177
LTU-2017,LTU,POVERTY,2017,0.184
LTU-2018,LTU,POVERTY,2018,0.165
LTU-2019,LTU,POVERTY,2019,0.149
LTU-2004,LTU,POVERTY,2004,0.137
LTU-2005,LTU,POVERTY,2005,0.145
LTU-2006,LTU,POVERTY,2006,0.136
LTU-2007,LTU,POVERTY,2007,0.132
LTU-2008,LTU,POVERTY,2008,0.146
LTU-2009,LTU,POVERTY,2009,0.15
LTU-2010,LTU,POVERTY,2010,0.127
LTU-2011,LTU,POVERTY,2011,0.126
LTU-2012,LTU,POVERTY,2012,0.143
LTU-2013,LTU,POVERTY,2013,0.124
LTU-2014,LTU,POVERTY,2014,0.157
LTU-2015,LTU,POVERTY,2015,0.165
LTU-2016,LTU,POVERTY,2016,0.168
LTU-2017,LTU,POVERTY,2017,0.173
LTU-2018,LTU,POVERTY,2018,0.155
LTU-2019,LTU,POVERTY,2019,0.154
LTU-2004,LTU,POVERTY,2004,0.129
LTU-2005,LTU,POVERTY,2005,0.129
LTU-2006,LTU,POVERTY,2006,0.104
LTU-2007,LTU,POVERTY,2007,0.11
LTU-2008,LTU,POVERTY,2008,0.131
LTU-2009,LTU,POVERTY,2009,0.16
LTU-2010,LTU,POVERTY,2010,0.14
LTU-2011,LTU,POVERTY,2011,0.124
LTU-2012,LTU,POVERTY,2012,0.135
LTU-2013,LTU,POVERTY,2013,0.118
LTU-2014,LTU,POVERTY,2014,0.139
LTU-2015,LTU,POVERTY,2015,0.147
LTU-2016,LTU,POVERTY,2016,0.142
LTU-2017,LTU,POVERTY,2017,0.138
LTU-2018,LTU,POVERTY,2018,0.124
LTU-2019,LTU,POVERTY,2019,0.116
AUS-2012,AUS,POVERTY,2012,0.335
AUS-2014,AUS,POVERTY,2014,0.257
AUS-2016,AUS,POVERTY,2016,0.232
AUS-2018,AUS,POVERTY,2018,0.237
AUS-2020,AUS,POVERTY,2020,0.226
AUT-2007,AUT,POVERTY,2007,0.133
AUT-2008,AUT,POVERTY,2008,0.127
AUT-2009,AUT,POVERTY,2009,0.116
AUT-2010,AUT,POVERTY,2010,0.113
AUT-2011,AUT,POVERTY,2011,0.108
AUT-2012,AUT,POVERTY,2012,0.113
AUT-2013,AUT,POVERTY,2013,0.099
AUT-2014,AUT,POVERTY,2014,0.09
AUT-2015,AUT,POVERTY,2015,0.078
AUT-2016,AUT,POVERTY,2016,0.088
AUT-2017,AUT,POVERTY,2017,0.097
AUT-2018,AUT,POVERTY,2018,0.1
AUT-2019,AUT,POVERTY,2019,0.101
BEL-2018,BEL,POVERTY,2018,0.085
BEL-2019,BEL,POVERTY,2019,0.105
CAN-1990,CAN,POVERTY,1990,0.071
CAN-1991,CAN,POVERTY,1991,0.045
CAN-1992,CAN,POVERTY,1992,0.038
CAN-1993,CAN,POVERTY,1993,0.044
CAN-1994,CAN,POVERTY,1994,0.031
CAN-1995,CAN,POVERTY,1995,0.032
CAN-1996,CAN,POVERTY,1996,0.038
CAN-1997,CAN,POVERTY,1997,0.037
CAN-1998,CAN,POVERTY,1998,0.043
CAN-1999,CAN,POVERTY,1999,0.042
CAN-2000,CAN,POVERTY,2000,0.052
CAN-2001,CAN,POVERTY,2001,0.051
CAN-2002,CAN,POVERTY,2002,0.063
CAN-2003,CAN,POVERTY,2003,0.058
CAN-2004,CAN,POVERTY,2004,0.059
CAN-2005,CAN,POVERTY,2005,0.07
CAN-2006,CAN,POVERTY,2006,0.071
CAN-2007,CAN,POVERTY,2007,0.078
CAN-2008,CAN,POVERTY,2008,0.093
CAN-2009,CAN,POVERTY,2009,0.094
CAN-2010,CAN,POVERTY,2010,0.1
CAN-2011,CAN,POVERTY,2011,0.101
CAN-2012,CAN,POVERTY,2012,0.089
CAN-2013,CAN,POVERTY,2013,0.086
CAN-2014,CAN,POVERTY,2014,0.092
CAN-2015,CAN,POVERTY,2015,0.11
CAN-2016,CAN,POVERTY,2016,0.109
CAN-2017,CAN,POVERTY,2017,0.123
CAN-2018,CAN,POVERTY,2018,0.123
CAN-2019,CAN,POVERTY,2019,0.126
CAN-2020,CAN,POVERTY,2020,0.121
CZE-2004,CZE,POVERTY,2004,0.022
CZE-2005,CZE,POVERTY,2005,0.024
CZE-2006,CZE,POVERTY,2006,0.027
CZE-2007,CZE,POVERTY,2007,0.041
CZE-2008,CZE,POVERTY,2008,0.046
CZE-2009,CZE,POVERTY,2009,0.028
CZE-2010,CZE,POVERTY,2010,0.034
CZE-2011,CZE,POVERTY,2011,0.025
CZE-2012,CZE,POVERTY,2012,0.023
CZE-2013,CZE,POVERTY,2013,0.026
CZE-2014,CZE,POVERTY,2014,0.037
CZE-2015,CZE,POVERTY,2015,0.042
CZE-2016,CZE,POVERTY,2016,0.046
CZE-2017,CZE,POVERTY,2017,0.074
CZE-2018,CZE,POVERTY,2018,0.104
CZE-2019,CZE,POVERTY,2019,0.082
DNK-2011,DNK,POVERTY,2011,0.058
DNK-2012,DNK,POVERTY,2012,0.046
DNK-2013,DNK,POVERTY,2013,0.038
DNK-2014,DNK,POVERTY,2014,0.032
DNK-2015,DNK,POVERTY,2015,0.031
DNK-2016,DNK,POVERTY,2016,0.03
DNK-2017,DNK,POVERTY,2017,0.03
DNK-2018,DNK,POVERTY,2018,0.036
DNK-2019,DNK,POVERTY,2019,0.043
FIN-1990,FIN,POVERTY,1990,0.175
FIN-1991,FIN,POVERTY,1991,0.132
FIN-1992,FIN,POVERTY,1992,0.101
FIN-1993,FIN,POVERTY,1993,0.048
FIN-1994,FIN,POVERTY,1994,0.048
FIN-1995,FIN,POVERTY,1995,0.054
FIN-1996,FIN,POVERTY,1996,0.066
FIN-1997,FIN,POVERTY,1997,0.065
FIN-1998,FIN,POVERTY,1998,0.075
FIN-1999,FIN,POVERTY,1999,0.08
FIN-2000,FIN,POVERTY,2000,0.084
FIN-2001,FIN,POVERTY,2001,0.09
FIN-2002,FIN,POVERTY,2002,0.083
FIN-2003,FIN,POVERTY,2003,0.084
FIN-2004,FIN,POVERTY,2004,0.107
FIN-2005,FIN,POVERTY,2005,0.109
FIN-2006,FIN,POVERTY,2006,0.105
FIN-2007,FIN,POVERTY,2007,0.135
FIN-2008,FIN,POVERTY,2008,0.129
FIN-2009,FIN,POVERTY,2009,0.107
FIN-2010,FIN,POVERTY,2010,0.098
FIN-2011,FIN,POVERTY,2011,0.109
FIN-2012,FIN,POVERTY,2012,0.093
FIN-2013,FIN,POVERTY,2013,0.078
FIN-2014,FIN,POVERTY,2014,0.066
FIN-2015,FIN,POVERTY,2015,0.052
FIN-2016,FIN,POVERTY,2016,0.05
FIN-2017,FIN,POVERTY,2017,0.063
FIN-2018,FIN,POVERTY,2018,0.072
FIN-2019,FIN,POVERTY,2019,0.074
FIN-2020,FIN,POVERTY,2020,0.069
FRA-2012,FRA,POVERTY,2012,0.032
FRA-2013,FRA,POVERTY,2013,0.035
FRA-2014,FRA,POVERTY,2014,0.033
FRA-2015,FRA,POVERTY,2015,0.031
FRA-2016,FRA,POVERTY,2016,0.034
FRA-2017,FRA,POVERTY,2017,0.036
FRA-2018,FRA,POVERTY,2018,0.041
FRA-2019,FRA,POVERTY,2019,0.044
DEU-2008,DEU,POVERTY,2008,0.107
DEU-2011,DEU,POVERTY,2011,0.09
DEU-2012,DEU,POVERTY,2012,0.094
DEU-2013,DEU,POVERTY,2013,0.084
DEU-2014,DEU,POVERTY,2014,0.095
DEU-2015,DEU,POVERTY,2015,0.096
DEU-2016,DEU,POVERTY,2016,0.096
DEU-2017,DEU,POVERTY,2017,0.102
DEU-2018,DEU,POVERTY,2018,0.091
DEU-2019,DEU,POVERTY,2019,0.11
GRC-2004,GRC,POVERTY,2004,0.184
GRC-2005,GRC,POVERTY,2005,0.175
GRC-2006,GRC,POVERTY,2006,0.151
GRC-2007,GRC,POVERTY,2007,0.144
GRC-2008,GRC,POVERTY,2008,0.133
GRC-2009,GRC,POVERTY,2009,0.131
GRC-2010,GRC,POVERTY,2010,0.156
GRC-2011,GRC,POVERTY,2011,0.073
GRC-2012,GRC,POVERTY,2012,0.065
GRC-2013,GRC,POVERTY,2013,0.083
GRC-2014,GRC,POVERTY,2014,0.084
GRC-2015,GRC,POVERTY,2015,0.077
GRC-2016,GRC,POVERTY,2016,0.079
GRC-2017,GRC,POVERTY,2017,0.072
GRC-2018,GRC,POVERTY,2018,0.075
GRC-2019,GRC,POVERTY,2019,0.072
HUN-2006,HUN,POVERTY,2006,0.035
HUN-2007,HUN,POVERTY,2007,0.023
HUN-2008,HUN,POVERTY,2008,0.025
HUN-2009,HUN,POVERTY,2009,0.019
HUN-2010,HUN,POVERTY,2010,0.021
HUN-2011,HUN,POVERTY,2011,0.024
HUN-2012,HUN,POVERTY,2012,0.018
HUN-2013,HUN,POVERTY,2013,0.019
HUN-2014,HUN,POVERTY,2014,0.025
HUN-2015,HUN,POVERTY,2015,0.039
HUN-2016,HUN,POVERTY,2016,0.054
HUN-2017,HUN,POVERTY,2017,0.049
HUN-2018,HUN,POVERTY,2018,0.053
HUN-2019,HUN,POVERTY,2019,0.132
ISL-2004,ISL,POVERTY,2004,0.043
ISL-2005,ISL,POVERTY,2005,0.045
ISL-2006,ISL,POVERTY,2006,0.078
ISL-2007,ISL,POVERTY,2007,0.108
ISL-2008,ISL,POVERTY,2008,0.069
ISL-2009,ISL,POVERTY,2009,0.031
ISL-2010,ISL,POVERTY,2010,0.033
ISL-2011,ISL,POVERTY,2011,0.032
ISL-2012,ISL,POVERTY,2012,0.026
ISL-2013,ISL,POVERTY,2013,0.029
ISL-2014,ISL,POVERTY,2014,0.062
ISL-2015,ISL,POVERTY,2015,0.03
ISL-2016,ISL,POVERTY,2016,0.049
ISL-2017,ISL,POVERTY,2017,0.031
IRL-2004,IRL,POVERTY,2004,0.235
IRL-2005,IRL,POVERTY,2005,0.185
IRL-2006,IRL,POVERTY,2006,0.206
IRL-2007,IRL,POVERTY,2007,0.123
IRL-2008,IRL,POVERTY,2008,0.09
IRL-2009,IRL,POVERTY,2009,0.065
IRL-2010,IRL,POVERTY,2010,0.074
IRL-2011,IRL,POVERTY,2011,0.095
IRL-2012,IRL,POVERTY,2012,0.067
IRL-2013,IRL,POVERTY,2013,0.081
IRL-2014,IRL,POVERTY,2014,0.068
IRL-2015,IRL,POVERTY,2015,0.064
IRL-2016,IRL,POVERTY,2016,0.06
IRL-2017,IRL,POVERTY,2017,0.114
IRL-2018,IRL,POVERTY,2018,0.074
ITA-2004,ITA,POVERTY,2004,0.147
ITA-2005,ITA,POVERTY,2005,0.143
ITA-2006,ITA,POVERTY,2006,0.15
ITA-2007,ITA,POVERTY,2007,0.143
ITA-2008,ITA,POVERTY,2008,0.133
ITA-2009,ITA,POVERTY,2009,0.111
ITA-2010,ITA,POVERTY,2010,0.117
ITA-2011,ITA,POVERTY,2011,0.103
ITA-2012,ITA,POVERTY,2012,0.092
ITA-2013,ITA,POVERTY,2013,0.092
ITA-2014,ITA,POVERTY,2014,0.093
ITA-2015,ITA,POVERTY,2015,0.103
ITA-2016,ITA,POVERTY,2016,0.103
ITA-2017,ITA,POVERTY,2017,0.097
ITA-2018,ITA,POVERTY,2018,0.113
JPN-2018,JPN,POVERTY,2018,0.2
KOR-2011,KOR,POVERTY,2011,0.478
KOR-2012,KOR,POVERTY,2012,0.47
KOR-2013,KOR,POVERTY,2013,0.477
KOR-2014,KOR,POVERTY,2014,0.46
KOR-2015,KOR,POVERTY,2015,0.443
KOR-2016,KOR,POVERTY,2016,0.45
KOR-2017,KOR,POVERTY,2017,0.44
KOR-2018,KOR,POVERTY,2018,0.434
KOR-2019,KOR,POVERTY,2019,0.432
KOR-2020,KOR,POVERTY,2020,0.404
LUX-2015,LUX,POVERTY,2015,0.06
LUX-2016,LUX,POVERTY,2016,0.077
LUX-2017,LUX,POVERTY,2017,0.109
LUX-2018,LUX,POVERTY,2018,0.071
LUX-2019,LUX,POVERTY,2019,0.052
MEX-2012,MEX,POVERTY,2012,0.27
MEX-2014,MEX,POVERTY,2014,0.256
MEX-2016,MEX,POVERTY,2016,0.247
MEX-2018,MEX,POVERTY,2018,0.267
MEX-2020,MEX,POVERTY,2020,0.198
NLD-2011,NLD,POVERTY,2011,0.023
NLD-2012,NLD,POVERTY,2012,0.022
NLD-2013,NLD,POVERTY,2013,0.033
NLD-2014,NLD,POVERTY,2014,0.03
NLD-2015,NLD,POVERTY,2015,0.035
NLD-2016,NLD,POVERTY,2016,0.044
NLD-2017,NLD,POVERTY,2017,0.048
NLD-2018,NLD,POVERTY,2018,0.05
NLD-2019,NLD,POVERTY,2019,0.056
NLD-2020,NLD,POVERTY,2020,0.059
NZL-2006,NZL,POVERTY,2006,0.239
NZL-2007,NZL,POVERTY,2007,0.247
NZL-2008,NZL,POVERTY,2008,0.226
NZL-2009,NZL,POVERTY,2009,0.232
NZL-2010,NZL,POVERTY,2010,0.132
NZL-2011,NZL,POVERTY,2011,0.169
NZL-2012,NZL,POVERTY,2012,0.227
NZL-2013,NZL,POVERTY,2013,0.201
NZL-2014,NZL,POVERTY,2014,0.212
NZL-2015,NZL,POVERTY,2015,0.123
NZL-2016,NZL,POVERTY,2016,0.229
NZL-2017,NZL,POVERTY,2017,0.282
NZL-2018,NZL,POVERTY,2018,0.23
NZL-2019,NZL,POVERTY,2019,0.198
NZL-2020,NZL,POVERTY,2020,0.168
NOR-2004,NOR,POVERTY,2004,0.092
NOR-2008,NOR,POVERTY,2008,0.08
NOR-2009,NOR,POVERTY,2009,0.066
NOR-2010,NOR,POVERTY,2010,0.055
NOR-2011,NOR,POVERTY,2011,0.043
NOR-2012,NOR,POVERTY,2012,0.041
NOR-2013,NOR,POVERTY,2013,0.043
NOR-2014,NOR,POVERTY,2014,0.043
NOR-2015,NOR,POVERTY,2015,0.044
NOR-2016,NOR,POVERTY,2016,0.044
NOR-2017,NOR,POVERTY,2017,0.043
NOR-2018,NOR,POVERTY,2018,0.043
NOR-2019,NOR,POVERTY,2019,0.043
NOR-2020,NOR,POVERTY,2020,0.044
POL-2005,POL,POVERTY,2005,0.044
POL-2006,POL,POVERTY,2006,0.049
POL-2007,POL,POVERTY,2007,0.077
POL-2008,POL,POVERTY,2008,0.101
POL-2009,POL,POVERTY,2009,0.106
POL-2010,POL,POVERTY,2010,0.097
POL-2011,POL,POVERTY,2011,0.103
POL-2012,POL,POVERTY,2012,0.082
POL-2013,POL,POVERTY,2013,0.077
POL-2014,POL,POVERTY,2014,0.077
POL-2015,POL,POVERTY,2015,0.088
POL-2016,POL,POVERTY,2016,0.096
POL-2017,POL,POVERTY,2017,0.112
POL-2018,POL,POVERTY,2018,0.128
PRT-2004,PRT,POVERTY,2004,0.176
PRT-2005,PRT,POVERTY,2005,0.18
PRT-2006,PRT,POVERTY,2006,0.166
PRT-2007,PRT,POVERTY,2007,0.143
PRT-2008,PRT,POVERTY,2008,0.115
PRT-2009,PRT,POVERTY,2009,0.125
PRT-2010,PRT,POVERTY,2010,0.091
PRT-2011,PRT,POVERTY,2011,0.083
PRT-2012,PRT,POVERTY,2012,0.082
PRT-2013,PRT,POVERTY,2013,0.097
PRT-2014,PRT,POVERTY,2014,0.097
PRT-2015,PRT,POVERTY,2015,0.108
PRT-2016,PRT,POVERTY,2016,0.095
PRT-2017,PRT,POVERTY,2017,0.101
PRT-2018,PRT,POVERTY,2018,0.09
PRT-2019,PRT,POVERTY,2019,0.107
SVK-2004,SVK,POVERTY,2004,0.06
SVK-2005,SVK,POVERTY,2005,0.074
SVK-2006,SVK,POVERTY,2006,0.086
SVK-2007,SVK,POVERTY,2007,0.103
SVK-2008,SVK,POVERTY,2008,0.097
SVK-2009,SVK,POVERTY,2009,0.058
SVK-2010,SVK,POVERTY,2010,0.046
SVK-2011,SVK,POVERTY,2011,0.064
SVK-2012,SVK,POVERTY,2012,0.04
SVK-2013,SVK,POVERTY,2013,0.041
SVK-2014,SVK,POVERTY,2014,0.039
SVK-2015,SVK,POVERTY,2015,0.034
SVK-2016,SVK,POVERTY,2016,0.044
SVK-2017,SVK,POVERTY,2017,0.048
SVK-2018,SVK,POVERTY,2018,0.05
SVK-2019,SVK,POVERTY,2019,0.066
ESP-2007,ESP,POVERTY,2007,0.198
ESP-2008,ESP,POVERTY,2008,0.19
ESP-2009,ESP,POVERTY,2009,0.167
ESP-2010,ESP,POVERTY,2010,0.118
ESP-2011,ESP,POVERTY,2011,0.092
ESP-2012,ESP,POVERTY,2012,0.067
ESP-2013,ESP,POVERTY,2013,0.053
ESP-2014,ESP,POVERTY,2014,0.054
ESP-2015,ESP,POVERTY,2015,0.059
ESP-2016,ESP,POVERTY,2016,0.094
ESP-2017,ESP,POVERTY,2017,0.102
ESP-2018,ESP,POVERTY,2018,0.102
ESP-2019,ESP,POVERTY,2019,0.116
SWE-2013,SWE,POVERTY,2013,0.087
SWE-2014,SWE,POVERTY,2014,0.099
SWE-2015,SWE,POVERTY,2015,0.111
SWE-2016,SWE,POVERTY,2016,0.106
SWE-2017,SWE,POVERTY,2017,0.113
SWE-2018,SWE,POVERTY,2018,0.106
SWE-2019,SWE,POVERTY,2019,0.111
SWE-2020,SWE,POVERTY,2020,0.094
CHE-2006,CHE,POVERTY,2006,0.178
CHE-2007,CHE,POVERTY,2007,0.205
CHE-2008,CHE,POVERTY,2008,0.254
CHE-2009,CHE,POVERTY,2009,0.212
CHE-2010,CHE,POVERTY,2010,0.213
CHE-2011,CHE,POVERTY,2011,0.239
CHE-2012,CHE,POVERTY,2012,0.234
CHE-2013,CHE,POVERTY,2013,0.197
CHE-2014,CHE,POVERTY,2014,0.194
CHE-2015,CHE,POVERTY,2015,0.195
CHE-2016,CHE,POVERTY,2016,0.202
CHE-2017,CHE,POVERTY,2017,0.165
CHE-2018,CHE,POVERTY,2018,0.214
CHE-2019,CHE,POVERTY,2019,0.188
TUR-2011,TUR,POVERTY,2011,0.183
TUR-2012,TUR,POVERTY,2012,0.171
TUR-2013,TUR,POVERTY,2013,0.188
TUR-2014,TUR,POVERTY,2014,0.189
TUR-2015,TUR,POVERTY,2015,0.17
TUR-2017,TUR,POVERTY,2017,0.122
TUR-2018,TUR,POVERTY,2018,0.111
TUR-2019,TUR,POVERTY,2019,0.137
GBR-2002,GBR,POVERTY,2002,0.199
GBR-2003,GBR,POVERTY,2003,0.189
GBR-2004,GBR,POVERTY,2004,0.178
GBR-2005,GBR,POVERTY,2005,0.169
GBR-2006,GBR,POVERTY,2006,0.194
GBR-2007,GBR,POVERTY,2007,0.19
GBR-2008,GBR,POVERTY,2008,0.168
GBR-2009,GBR,POVERTY,2009,0.144
GBR-2010,GBR,POVERTY,2010,0.146
GBR-2011,GBR,POVERTY,2011,0.133
GBR-2012,GBR,POVERTY,2012,0.134
GBR-2013,GBR,POVERTY,2013,0.135
GBR-2014,GBR,POVERTY,2014,0.131
GBR-2015,GBR,POVERTY,2015,0.138
GBR-2016,GBR,POVERTY,2016,0.142
GBR-2017,GBR,POVERTY,2017,0.153
GBR-2018,GBR,POVERTY,2018,0.149
GBR-2019,GBR,POVERTY,2019,0.155
GBR-2020,GBR,POVERTY,2020,0.131
USA-2013,USA,POVERTY,2013,0.206
USA-2014,USA,POVERTY,2014,0.21
USA-2015,USA,POVERTY,2015,0.209
USA-2016,USA,POVERTY,2016,0.229
USA-2017,USA,POVERTY,2017,0.231
USA-2018,USA,POVERTY,2018,0.23
USA-2019,USA,POVERTY,2019,0.23
USA-2020,USA,POVERTY,2020,0.215
CHL-2009,CHL,POVERTY,2009,0.149
CHL-2011,CHL,POVERTY,2011,0.154
CHL-2013,CHL,POVERTY,2013,0.15
CHL-2015,CHL,POVERTY,2015,0.163
CHL-2017,CHL,POVERTY,2017,0.176
EST-2013,EST,POVERTY,2013,0.222
EST-2014,EST,POVERTY,2014,0.258
EST-2015,EST,POVERTY,2015,0.322
EST-2016,EST,POVERTY,2016,0.36
EST-2017,EST,POVERTY,2017,0.372
EST-2018,EST,POVERTY,2018,0.376
EST-2019,EST,POVERTY,2019,0.345
ISR-2011,ISR,POVERTY,2011,0.238
ISR-2012,ISR,POVERTY,2012,0.207
ISR-2013,ISR,POVERTY,2013,0.241
ISR-2014,ISR,POVERTY,2014,0.226
ISR-2015,ISR,POVERTY,2015,0.212
ISR-2016,ISR,POVERTY,2016,0.194
ISR-2017,ISR,POVERTY,2017,0.199
ISR-2018,ISR,POVERTY,2018,0.206
ISR-2019,ISR,POVERTY,2019,0.189
LVA-2004,LVA,POVERTY,2004,0.114
LVA-2005,LVA,POVERTY,2005,0.238
LVA-2006,LVA,POVERTY,2006,0.26
LVA-2007,LVA,POVERTY,2007,0.442
LVA-2008,LVA,POVERTY,2008,0.374
LVA-2009,LVA,POVERTY,2009,0.107
LVA-2010,LVA,POVERTY,2010,0.052
LVA-2011,LVA,POVERTY,2011,0.07
LVA-2012,LVA,POVERTY,2012,0.117
LVA-2013,LVA,POVERTY,2013,0.208
LVA-2014,LVA,POVERTY,2014,0.273
LVA-2015,LVA,POVERTY,2015,0.313
LVA-2016,LVA,POVERTY,2016,0.329
LVA-2017,LVA,POVERTY,2017,0.353
LVA-2018,LVA,POVERTY,2018,0.39
LVA-2019,LVA,POVERTY,2019,0.338
LVA-2020,LVA,POVERTY,2020,0.35
LTU-2004,LTU,POVERTY,2004,0.132
LTU-2005,LTU,POVERTY,2005,0.154
LTU-2006,LTU,POVERTY,2006,0.251
LTU-2007,LTU,POVERTY,2007,0.215
LTU-2008,LTU,POVERTY,2008,0.191
LTU-2009,LTU,POVERTY,2009,0.062
