LocationTime,Suicide_val_TOT,Alcohol_val,Edu_val_BUPPSRY,Edu_val_TRY,Edu_val_UPPSRY,employment_val_TOT_PC_WKGPOP,employment_val_TOT_THND_PER,hSpend_val_COMPULSORY,hSpend_val_OOPEXP,hSpend_val_TOT,hSpend_val_VOLUNTARY,obesity_val,Poverty_Value_0_17,Poverty_Value_18_65,Poverty_Value_66MORE,Poverty_Value_TOT,smoking_val,Value_PRIV_PC_GDP,Value_PUB_PC_GDP,Value_PUB_USD_CAP,Value_PUBNET_PC_GDP,Value_TOTNET_PC_GDP,Social_spt_val,Work_Hour_Value_TOT
HUN-2014,18,10,16,23.356073,59.738323,63.65,4100,440.643,186.312,935.399,216.29,62.3,0.132,0.09,0.025,0,25.8,0.347,21.46,5497.814,0.0,0,87,1748
HUN-2015,18,10,16,24.242552,58.9744,65.85,4210,454.014,183.08166666666668,949.05,212.019,0.0,0.105,0.09,0.039,0,0.0,0.333,20.439,5450.572,17.828,17,87,1745
HUN-2016,16,11,16,23.713329,59.648968,68.525,4351,478.0643333333333,194.44133333333332,1003.3345,224.15866666666668,0.0,0.079,0.083,0.054,0,0.0,0.325,20.296,5547.896,0.0,0,87,1760
HUN-2017,15,10,15,24.054041,59.972206,70.175,4421,483.089,191.2396666666667,1002.0055,218.248,0.0,0.099,0.084,0.049,0,0.0,0.285,19.677,5626.186,17.375,17,87,1747
HUN-2018,15,11,15,25.101177,59.760651,71.4,4469,512.7653333333334,197.6603333333333,1056.1425,224.663,0.0,0.086,0.096,0.053,0,0.0,0.268,18.81,5659.478,0.0,0,87,1729
HUN-2019,14,10,15,25.981535,58.9921,72.225,4512,503.5556666666667,203.91133333333332,1050.188,229.903,67.6,0.084,0.084,0.132,0,24.9,0.0,18.098,0.0,0.0,0,87,1722
IRL-1990,11,11,0,0.0,0.0,0.0,1150,209.217,49.339333333333336,378.8235,76.66733333333333,0.0,0.0,0.0,0.0,0,30.0,1.396,16.838,4330.678,0.0,0,0,2081
IRL-1991,11,11,59,15.902357,24.294731,0.0,1146,232.23233333333337,53.714666666666666,422.887,83.02533333333334,0.0,0.0,0.0,0.0,0,28.5,1.447,17.741,4624.646,0.0,0,0,2046
IRL-1992,11,11,57,16.950533,25.272387,0.0,1155,254.12066666666664,56.205333333333336,462.8725,87.79466666666667,0.0,0.0,0.0,0.0,0,30.0,1.467,18.504,4944.095,0.0,0,0,1998
IRL-1993,10,11,0,0.0,0.0,0.0,1173,273.9843333333333,58.02766666666668,499.5715,92.39666666666666,0.0,0.0,0.0,0.0,0,28.5,1.462,18.474,5042.154,0.0,0,0,1971
IRL-1994,12,11,54,18.557516,26.670725,0.0,1213,284.9823333333333,59.88633333333334,523.5595000000001,97.39066666666666,0.0,0.0,0.0,0.0,0,28.0,1.463,18.078,5200.387,0.0,0,0,1971
IRL-1995,11,11,52,19.893375,27.267282,0.0,1272,305.49333333333334,66.747,568.3045,106.71,0.0,0.0,0.0,0.0,0,0.0,1.611,17.542,5508.828,15.374,16,0,1963
IRL-1996,11,12,0,0.0,0.0,0.0,1319,316.55400000000003,71.627,595.826,113.997,0.0,0.0,0.0,0.0,0,0.0,1.579,16.571,5551.702,0.0,0,0,1954
IRL-1997,13,12,0,0.0,0.0,0.0,1371,346.7273333333333,75.21533333333333,647.1665,118.05033333333331,0.0,0.0,0.0,0.0,0,0.0,1.511,15.514,5704.017,13.638,14,0,1954
IRL-1998,13,13,0,0.0,0.0,0.0,1520,375.963,76.945,700.6165000000001,124.44833333333334,43.0,0.0,0.0,0.0,0,33.0,1.458,14.561,5740.854,0.0,0,0,1953
IRL-1999,11,13,0,0.0,0.0,0.0,1614,403.551,85.069,751.9395,131.07533333333333,0.0,0.0,0.0,0.0,0,0.0,1.338,13.705,5906.633,12.286,13,0,1942
IRL-2000,12,14,42,21.613003,35.680077,65.15,1692,500.14633333333336,78.183,917.844,145.08333333333334,0.0,0.0,0.0,0.0,0,0.0,3.399,12.755,5938.225,0.0,0,0,1933
IRL-2001,12,14,44,23.577002,31.687897,65.825,1745,585.8713333333334,79.525,1070.375,161.04533333333333,0.0,0.0,0.0,0.0,0,0.0,3.574,13.506,6517.548,12.388,15,0,1924
IRL-2002,11,14,40,24.814322,35.181232,65.45,1776,664.983,88.11633333333333,1212.7669999999998,176.86133333333336,48.0,0.0,0.0,0.0,0,27.0,2.044,14.399,7232.434,0.0,0,0,1904
IRL-2003,11,13,38,26.308289,35.393551,65.5,1810,705.143,117.71233333333332,1292.905,190.127,0.0,0.0,0.0,0.0,0,0.0,1.722,14.879,7573.932,13.251,14,0,1887
IRL-2004,11,13,37,27.820133,35.018871,66.275,1864,766.0283333333333,118.60466666666667,1406.024,204.6543333333333,0.0,0.157,0.107,0.235,0,0.0,2.114,15.151,8088.409,0.0,0,0,1875
IRL-2005,10,13,35,29.074234,35.459042,67.625,1951,841.525,144.6113333333333,1550.509,225.4813333333333,0.0,0.139,0.094,0.185,0,0.0,2.129,15.38,8485.216,13.629,15,0,1883
IRL-2006,10,13,33,31.095585,35.248314,68.675,2043,859.2750000000001,153.79733333333334,1606.1605,244.8323333333333,0.0,0.126,0.094,0.206,0,0.0,2.133,15.371,8680.928,0.0,0,0,1879
IRL-2007,10,13,32,32.39011,35.336098,71.725,2221,922.284,134.69,1696.0145,241.7253333333333,61.0,0.107,0.088,0.123,0,24.0,2.158,16.226,9365.564,14.843,16,0,1865
IRL-2008,11,12,30,33.902611,35.550751,69.65,2198,992.1526666666668,148.38366666666667,1826.1995,258.647,0.0,0.118,0.079,0.09,0,0.0,2.336,19.2,10360.108,0.0,0,0,1844
IRL-2009,11,11,28,35.822323,35.3456,63.625,2015,1018.7956666666664,167.88566666666665,1932.8205,303.0846666666667,0.0,0.105,0.084,0.065,0,0.0,2.789,23.106,11722.194,21.597,23,0,1812
IRL-2010,10,11,27,37.584061,35.190754,60.95,1925,1056.7156666666667,191.36900000000003,2030.7565,330.455,0.0,0.1,0.09,0.074,0,0.0,2.818,23.781,12227.664,0.0,0,94,1721
IRL-2011,12,11,26,38.162312,35.472363,60.025,1888,1032.4503333333332,199.50833333333333,2104.1000000000004,403.6163333333334,0.0,0.108,0.098,0.095,0,0.0,2.982,22.959,11796.611,21.479,23,94,1737
IRL-2012,12,11,25,39.69788,34.935005,59.9,1880,1068.903,207.024,2184.782,420.95166666666665,0.0,0.099,0.096,0.067,0,0.0,3.145,22.566,11573.51,0.0,0,94,1738
IRL-2013,11,10,23,41.47068,35.255356,61.75,1937,1037.747,210.075,2155.1040000000003,432.32233333333335,0.0,0.101,0.096,0.081,0,0.0,3.103,21.454,11097.12,19.874,22,94,1743
IRL-2014,10,10,21,40.967049,37.845661,63.125,1988,1019.2136666666668,205.4033333333333,2103.1055,416.1903333333333,0.0,0.093,0.097,0.068,0,0.0,2.931,19.647,10955.077,0.0,0,94,1757
IRL-2015,9,10,20,42.806118,37.011307,64.7,2056,1056.7996666666666,193.9173333333333,2151.391,410.7943333333333,61.0,0.111,0.099,0.064,0,19.0,2.177,14.874,10284.677,13.619,15,94,1771
IRL-2018,9,11,16,46.935135,36.239433,68.475,2257,1229.892,199.478,2438.7845,429.29766666666666,0.0,0.08,0.07,0.074,0,17.0,0.0,13.59,0.0,0.0,0,94,1782
ISL-1990,16,5,0,0.0,0.0,0.0,126,483.40333333333336,77.47333333333334,791.3149999999999,77.47333333333334,36.5,0.0,0.0,0.0,0,30.2,2.962,13.268,4305.509,0.0,0,0,1665
ISL-1991,15,5,0,0.0,0.0,0.0,136,508.838,81.22933333333333,835.1020000000001,81.22933333333333,0.0,0.0,0.0,0.0,0,29.8,3.21,13.718,4386.901,0.0,0,0,1668
ISL-1992,11,4,0,0.0,0.0,0.0,136,498.86533333333335,92.29233333333332,836.7365000000001,92.29233333333332,0.0,0.0,0.0,0.0,0,28.3,3.367,14.25,4350.201,0.0,0,0,1668
ISL-1993,11,4,0,0.0,0.0,0.0,136,498.8176666666666,103.09333333333336,852.8665,103.09333333333336,0.0,0.0,0.0,0.0,0,26.2,3.462,14.578,4462.977,0.0,0,0,1683
ISL-1994,10,4,0,0.0,0.0,0.0,137,515.3303333333333,104.44633333333331,879.6650000000001,104.44633333333331,0.0,0.0,0.0,0.0,0,26.4,3.358,14.427,4537.996,0.0,0,0,1655
ISL-1995,11,4,0,0.0,0.0,0.0,142,533.8446666666667,105.671,909.2735,105.671,0.0,0.0,0.0,0.0,0,26.5,3.476,14.732,4615.231,0.0,0,0,1641
ISL-1996,13,4,0,0.0,0.0,0.0,142,551.389,113.42566666666666,947.222,113.42566666666666,0.0,0.0,0.0,0.0,0,27.4,3.485,14.526,4732.303,0.0,0,0,1659
ISL-1997,14,5,0,0.0,0.0,0.0,142,578.9029999999999,130.057,1013.4405,130.057,0.0,0.0,0.0,0.0,0,26.8,3.634,14.084,4816.677,0.0,0,0,1684
ISL-1998,11,5,0,0.0,0.0,0.0,147,650.5943333333333,163.69466666666665,1171.4335,163.69466666666665,0.0,0.0,0.0,0.0,0,24.6,3.637,14.184,5140.16,0.0,0,0,1665
ISL-1999,11,5,0,0.0,0.0,0.0,153,725.6843333333333,169.11866666666666,1292.2050000000002,169.11866666666666,0.0,0.0,0.0,0.0,0,25.0,3.811,14.438,5376.735,0.0,0,0,1645
ISL-2000,18,6,0,0.0,0.0,0.0,156,745.259,166.22333333333333,1333.918,177.35333333333332,0.0,0.0,0.0,0.0,0,22.4,4.051,14.501,5583.94,0.0,0,0,1696
ISL-2001,12,6,0,0.0,0.0,0.0,159,768.737,172.37466666666668,1379.9095,184.53566666666663,0.0,0.0,0.0,0.0,0,22.9,4.189,14.548,5740.909,13.641,17,0,1707
ISL-2002,10,6,0,0.0,0.0,0.0,156,858.9653333333334,182.641,1533.2675,196.54666666666665,48.3,0.0,0.0,0.0,0,21.1,4.471,15.901,6262.724,0.0,0,0,1672
ISL-2003,9,6,34,27.861868,37.875629,83.25,155,871.4513333333334,186.43333333333337,1558.3245,200.76533333333336,0.0,0.0,0.0,0.0,0,21.9,4.902,16.983,6800.084,15.805,19,0,1639
ISL-2004,12,6,33,27.94356,38.412827,82.275,154,909.8186666666668,198.987,1635.908,214.11966666666663,0.0,0.059,0.061,0.043,0,19.8,4.775,16.619,7108.655,0.0,0,0,1645
ISL-2005,11,7,31,29.471401,38.702599,83.775,159,915.2446666666666,198.735,1644.8595,214.6613333333333,0.0,0.077,0.059,0.045,0,19.2,4.869,15.832,7120.07,14.648,17,0,1637
ISL-2006,10,7,31,30.411818,38.268692,84.6,167,952.5026666666666,197.85333333333327,1701.2945,215.027,0.0,0.064,0.051,0.078,0,18.8,4.89,15.347,7063.643,0.0,0,0,1627
ISL-2007,12,7,30,30.804794,38.3759,85.15,175,1002.837,201.38466666666667,1784.0645,219.87233333333336,60.2,0.069,0.058,0.108,0,19.0,5.007,14.488,7126.694,12.505,15,0,1605
ISL-2008,12,7,30,31.591888,37.467621,83.575,177,1019.6656666666668,201.80966666666663,1810.406,220.6053333333333,0.0,0.058,0.068,0.069,0,17.6,5.085,14.852,7264.611,0.0,0,0,1625
ISL-2009,12,7,30,32.907246,37.08683,78.325,166,976.862,201.91933333333336,1744.858,219.71,0.0,0.076,0.062,0.031,0,15.4,5.643,16.994,7754.068,14.943,18,0,1536
ISL-2010,15,6,30,31.298735,37.850647,78.175,165,897.8053333333334,209.79166666666663,1636.323,226.41,58.5,0.078,0.068,0.033,0,14.2,5.41,16.44,7270.774,0.0,0,0,1527
ISL-2011,8,6,30,32.616898,37.016365,78.475,165,912.2483333333332,210.9763333333333,1660.329,227.971,0.0,0.076,0.056,0.032,0,14.3,5.63,16.549,7433.521,14.405,17,0,1537
ISL-2012,11,6,30,33.888733,35.550045,79.675,167,934.3216666666666,217.06833333333336,1703.5915,234.7393333333333,63.3,0.081,0.059,0.026,0,13.8,5.86,16.179,7322.111,0.0,0,96,1523
ISL-2013,16,6,29,34.277187,36.267162,81.1,173,964.465,219.45400000000004,1753.1235,237.617,0.0,0.055,0.045,0.029,0,11.4,6.039,15.714,7335.17,13.643,18,96,1524
ISL-2014,14,7,28,35.608643,35.91024,82.95,177,994.8653333333332,222.227,1803.923,241.083,0.0,0.073,0.065,0.062,0,12.6,6.324,15.915,7500.262,0.0,0,0,1513
ISL-2015,12,7,26,36.97718,36.439964,84.725,183,1034.7493333333334,225.88700000000003,1870.711,245.72466666666665,55.3,0.059,0.057,0.03,0,10.9,6.296,15.083,7369.174,13.12,18,96,1511
ISL-2016,12,7,23,38.100773,38.504921,86.525,190,1097.7036666666663,227.16433333333336,1970.096,249.027,0.0,0.065,0.061,0.049,0,10.2,6.479,14.952,7682.506,0.0,0,96,1519
ISL-2017,9,7,25,39.043491,35.749207,86.1,193,1151.4023333333334,231.36266666666663,2059.7580000000003,255.10266666666664,0.0,0.054,0.05,0.031,0,9.4,6.487,16.012,8400.698,13.718,18,96,1507
ISL-2018,9,7,24,40.279774,35.260601,85.075,198,1192.8916666666669,230.77066666666667,2122.0185,255.121,0.0,0.0,0.0,0.0,0,8.6,0.0,16.433,0.0,0.0,0,0,1496
ISL-2019,11,7,24,40.948925,34.990093,84.1,201,1221.744,229.38733333333332,2163.391,253.84966666666665,58.5,0.0,0.0,0.0,0,8.2,0.0,17.406,0.0,0.0,0,96,1480
ISL-2020,12,7,24,40.643898,35.268318,80.3,194,1313.3133333333333,236.7346666666667,2314.8375,263.24499999999995,0.0,0.0,0.0,0.0,0,7.3,0.0,0.0,0.0,0.0,0,96,1446
ISR-1990,9,1,0,0.0,0.0,0.0,0,0.0,0.0,6.482,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1904
ISR-1991,10,1,0,0.0,0.0,0.0,0,0.0,0.0,6.182,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1897
ISR-1992,9,1,0,0.0,0.0,0.0,0,0.0,0.0,6.441,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1951
ISR-1993,9,2,0,0.0,0.0,0.0,0,0.0,0.0,6.611,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1953
ISR-1994,10,1,0,0.0,0.0,0.0,0,0.0,0.0,7.084,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1993
ISR-1995,8,1,0,0.0,0.0,56.51433,1964,288.3833333333333,114.42033333333332,584.6655,122.98166666666668,0.0,0.0,0.0,0.0,0,0.0,0.14,16.306,4197.223,0.0,0,0,2013
ISR-1996,7,1,0,0.0,0.0,56.36247,2012,316.773,113.664,630.7215,124.59166666666668,0.0,0.0,0.0,0.0,0,24.5,0.169,16.722,4407.716,0.0,0,0,2031
ISR-1997,8,2,0,0.0,0.0,55.70263,2040,332.36966666666666,125.116,674.6255000000001,139.56966666666668,0.0,0.0,0.0,0.0,0,0.0,0.214,16.837,4501.895,0.0,0,0,2036
ISR-1998,6,2,0,0.0,0.0,55.23224,2072,322.137,144.46333333333334,695.087,162.92333333333332,0.0,0.0,0.0,0.0,0,0.0,0.263,16.488,4482.793,0.0,0,0,2011
ISR-1999,7,2,0,0.0,0.0,55.46907,2136,319.61100000000005,136.90466666666666,688.0745000000001,158.613,62.2,0.0,0.0,0.0,0,0.0,0.3,16.411,4503.322,0.0,0,0,2021
ISR-2000,7,2,0,0.0,0.0,56.07549,2221,348.5,162.86666666666667,778.423,190.92633333333333,0.0,0.0,0.0,0.0,0,24.1,2.282,16.154,4697.074,0.0,0,0,2032
ISR-2001,7,2,0,0.0,0.0,55.56511,2264,367.805,177.97199999999998,830.1695,207.208,0.0,0.0,0.0,0.0,0,0.0,2.229,17.409,4949.024,0.0,0,0,1996
ISR-2002,7,2,19,42.090389,38.244751,54.80782,2284,383.7803333333334,166.93133333333333,849.3185,202.45533333333333,43.5,0.0,0.0,0.0,0,21.9,2.362,17.388,4834.334,0.0,0,0,2014
ISR-2003,7,2,18,42.89489,39.019939,54.97932,2330,362.886,166.18933333333334,820.756,205.927,0.0,0.0,0.0,0.0,0,0.0,2.437,16.85,4649.082,0.0,0,0,1997
ISR-2004,7,2,0,0.0,0.0,55.6702,2400,373.77833333333336,173.80200000000002,857.5649999999999,217.5883333333333,44.2,0.0,0.0,0.0,0,21.6,2.277,15.868,4510.262,0.0,0,0,1975
ISR-2005,7,2,21,43.047825,35.887051,56.70815,2493,372.26433333333335,187.85766666666663,881.7284999999999,236.199,0.0,0.0,0.0,0.0,0,0.0,2.402,15.386,4472.367,0.0,0,0,1966
ISR-2006,6,2,0,0.0,0.0,57.55732,2573,384.585,158.74366666666666,875.651,223.64333333333332,44.1,0.0,0.0,0.0,0,19.5,2.409,15.183,4584.721,0.0,0,0,1955
ISR-2007,5,2,19,43.58707,36.828835,58.94432,2681,395.978,174.24300000000002,930.2435,249.03666666666663,0.0,0.0,0.0,0.0,0,0.0,2.353,14.679,4616.483,0.0,0,0,1966
ISR-2008,5,2,18,43.980537,37.252399,59.82737,2776,398.6903333333333,164.89700000000002,925.836,242.812,47.7,0.0,0.0,0.0,0,18.7,2.726,14.805,4716.827,0.0,0,0,1963
ISR-2009,6,2,18,44.880913,36.896465,59.21324,2841,411.4536666666666,170.84933333333333,958.2015,251.91333333333333,0.0,0.0,0.0,0.0,0,0.0,2.487,15.365,4859.241,14.174,16,0,1962
ISR-2010,7,2,17,45.560074,36.504307,60.1636,2938,434.9866666666666,164.928,988.952,248.70066666666665,49.8,0.0,0.0,0.0,0,18.5,2.487,15.459,5067.271,0.0,0,88,1956
ISR-2011,6,2,16,46.396889,36.616207,60.87873,3024,456.63433333333336,173.343,1044.367,263.121,0.0,0.238,0.141,0.238,0,0.0,2.438,15.236,5141.638,13.991,16,88,1947
ISR-2012,6,2,15,46.441711,38.106457,66.5,3358,486.3366666666666,181.8383333333333,1115.213,279.5063333333333,0.0,0.245,0.147,0.207,0,0.0,2.413,15.525,5265.303,0.0,0,88,1918
ISR-2013,5,2,15,47.421043,37.567196,67.05833,3449,495.827,177.1173333333333,1122.7485,275.1566666666667,51.8,0.243,0.145,0.241,0,16.2,2.387,15.482,5374.611,14.358,16,88,1908
ISR-2014,5,2,14,48.53273,36.822159,67.86667,3555,493.42333333333335,179.83933333333334,1122.3529999999998,277.729,54.5,0.243,0.147,0.226,0,17.1,2.411,15.429,5453.642,0.0,0,88,1894
ISR-2015,5,2,14,48.824478,36.710636,68.31667,3643,510.9536666666667,181.29233333333332,1158.5594999999998,283.43833333333333,50.9,0.255,0.159,0.212,0,0.0,2.441,15.411,5463.071,14.202,16,88,1895
ISR-2016,5,2,13,49.895348,36.87344,68.575,3736,555.3343333333333,200.173,1265.6235,310.00666666666666,53.1,0.232,0.143,0.194,0,19.6,2.439,15.398,5568.468,0.0,0,88,1922
ISR-2017,5,2,12,50.91605,36.458225,69.025,3824,582.0590000000001,204.37766666666664,1316.7085,316.536,50.1,0.237,0.141,0.199,0,16.9,2.509,16.241,5971.296,15.181,17,88,1918
ISR-2018,6,3,13,50.201576,36.163872,69.03333,3905,615.666,207.90666666666667,1378.131,323.22533333333337,0.0,0.222,0.132,0.206,0,0.0,2.478,16.269,6062.709,0.0,0,88,1910
ISR-2019,5,3,12,50.246292,36.83321,68.94167,3966,624.6673333333333,203.246,1399.1355,322.90233333333333,56.0,0.22,0.143,0.189,0,16.4,0.0,16.292,6167.615,0.0,0,88,1898
ISR-2020,5,0,11,50.12072,37.889904,66.78333,3913,747.431,180.87266666666667,1532.864,295.54766666666666,54.7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,88,1782
ITA-1990,7,11,0,0.0,0.0,0.0,21215,374.293,83.028,640.5079999999999,86.04566666666666,0.0,0.0,0.0,0.0,0,27.8,1.974,20.635,6923.33,0.0,0,0,0
ITA-1991,8,10,71,6.0649128,22.147673,0.0,21410,404.3033333333333,90.294,697.3485000000001,93.929,0.0,0.0,0.0,0.0,0,0.0,2.132,21.007,7149.283,0.0,0,0,0
ITA-1992,8,10,71,6.3786483,22.05443,0.0,21270,407.0443333333333,92.18033333333334,705.362,96.53033333333332,0.0,0.0,0.0,0.0,0,0.0,2.375,21.733,7455.256,0.0,0,0,0
ITA-1993,8,10,0,0.0,0.0,0.0,20305,394.20133333333337,102.953,702.662,107.574,0.0,0.0,0.0,0.0,0,25.7,2.208,21.999,7477.71,0.0,0,0,0
ITA-1994,7,10,66,7.5035934,25.686005,0.0,19972,386.7556666666667,115.016,709.961,119.885,38.1,0.0,0.0,0.0,0,25.4,2.005,21.981,7630.824,0.0,0,0,0
ITA-1995,8,9,65,7.9192142,27.019644,0.0,19851,373.3426666666667,145.3613333333333,735.8349999999999,150.5476666666667,0.0,0.0,0.0,0.0,0,25.6,1.875,21.05,7518.427,17.481,19,0,1856
ITA-1996,8,9,0,0.0,0.0,0.0,19950,388.823,150.905,767.9245,156.46,0.0,0.0,0.0,0.0,0,26.4,1.673,21.459,7759.481,0.0,0,0,1866
ITA-1997,8,9,0,0.0,0.0,0.0,20027,417.7623333333333,162.68766666666667,829.4995,168.57033333333334,0.0,0.0,0.0,0.0,0,25.2,1.741,22.169,8158.335,18.45,19,0,1859
ITA-1998,7,9,59,8.5931797,32.122448,51.925,20424,433.955,174.97433333333333,871.94,180.67166666666665,0.0,0.0,0.0,0.0,0,24.7,1.695,22.312,8357.363,0.0,0,0,1873
ITA-1999,6,8,57,9.2728176,32.968697,52.675,20682,451.64366666666666,178.764,904.673,184.80466666666663,41.2,0.0,0.0,0.0,0,24.7,1.684,22.745,8656.774,18.992,20,0,1869
ITA-2000,6,9,57,9.3770475,32.736511,53.7,21072,517.6923333333333,188.6123333333333,1019.051,195.008,41.1,0.0,0.0,0.0,0,24.4,1.576,22.636,8937.401,0.0,0,0,1850
ITA-2001,6,9,56,10.04891,33.225887,54.8,21506,562.0243333333333,184.3463333333333,1079.7324999999998,191.13066666666668,42.4,0.0,0.0,0.0,0,24.1,1.574,22.843,9188.994,19.42,20,0,1837
ITA-2002,6,9,55,10.367989,33.994335,55.55,21820,599.814,193.05,1150.2905,200.37966666666668,42.0,0.0,0.0,0.0,0,24.0,1.601,23.272,9365.662,0.0,0,0,1826
ITA-2003,6,9,51,10.460108,37.953461,56.1,22047,601.9616666666667,189.52866666666668,1148.5905,197.099,42.6,0.0,0.0,0.0,0,24.2,1.764,23.611,9463.444,20.196,21,0,1815
ITA-2004,6,9,51,11.59316,37.006237,57.725,22362,650.4146666666667,194.7783333333333,1229.6045,202.65533333333332,0.0,0.157,0.105,0.147,0,0.0,1.614,23.868,9630.057,0.0,0,0,1814
ITA-2005,6,8,49,12.224514,37.861622,57.575,22406,674.7806666666667,188.14633333333333,1256.219,196.032,44.6,0.16,0.111,0.143,0,22.3,1.597,24.107,9747.564,20.588,21,0,1811
ITA-2006,5,8,48,12.872448,38.416656,58.325,22757,718.1386666666667,196.8973333333333,1335.4679999999998,205.507,45.1,0.155,0.107,0.15,0,23.0,1.721,24.23,9932.313,0.0,0,0,1811
ITA-2007,5,8,47,13.578119,38.721588,58.575,22893,724.1976666666668,201.088,1351.8845,210.3923333333333,45.5,0.155,0.102,0.143,0,22.4,1.71,24.054,9945.803,20.414,21,0,1817
ITA-2008,6,8,46,14.357011,38.955219,58.65,23090,787.3653333333333,216.30866666666665,1470.494,226.2973333333333,45.5,0.161,0.103,0.133,0,22.4,1.769,24.993,10156.038,0.0,0,0,1806
ITA-2009,6,7,45,14.510798,39.790382,56.9,22698,795.174,209.8356666666667,1473.2225,220.30733333333333,46.3,0.171,0.109,0.111,0,23.3,1.805,27.023,10342.289,23.328,24,0,1775
ITA-2010,6,7,44,14.802574,40.37178,56.25,22526,840.3380000000001,220.105,1556.6905000000002,230.7893333333333,46.0,0.18,0.127,0.117,0,23.1,1.852,27.004,10467.899,0.0,0,86,1776
ITA-2011,6,7,43,14.935372,41.093086,56.35,22597,823.2683333333334,235.47000000000003,1553.515,245.74133333333336,45.8,0.178,0.122,0.103,0,22.5,1.85,26.614,10349.942,22.558,24,86,1772
ITA-2012,6,7,42,15.708264,41.528671,56.075,22565,804.3939999999999,234.12266666666667,1540.197,255.7373333333333,46.0,0.177,0.129,0.092,0,22.1,1.958,27.288,10248.037,0.0,0,86,1733
ITA-2013,6,7,41,16.289694,41.866974,54.95,22190,795.8953333333334,233.50233333333333,1525.853,254.67333333333335,45.8,0.177,0.134,0.092,0,21.1,1.933,27.894,10230.463,23.536,25,86,1719
ITA-2014,6,7,40,16.910578,42.396198,55.275,22278,790.8876666666666,236.34866666666665,1522.864,257.688,46.4,0.193,0.136,0.093,0,19.7,1.852,28.157,10302.343,0.0,0,86,1716
ITA-2015,5,7,40,17.546457,42.344765,56.025,22464,793.429,250.13666666666663,1548.894,272.50033333333334,45.2,0.183,0.148,0.103,0,19.8,1.901,28.333,10457.562,23.608,25,86,1717
ITA-2016,5,7,39,17.723593,42.419556,57.05,22757,838.9336666666667,262.99066666666664,1641.3745,288.64966666666663,45.9,0.173,0.138,0.103,0,20.0,1.905,27.907,10451.295,0.0,0,86,1721
ITA-2017,5,7,39,18.669672,42.245842,57.875,23021,856.5010000000001,276.528,1692.381,305.08666666666664,46.0,0.187,0.14,0.097,0,19.9,1.901,27.645,10541.606,23.088,24,86,1719
JPN-1990,18,9,0,0.0,0.0,68.8105,62495,309.0083333333334,0.0,547.3580000000001,89.23033333333335,22.0,0.0,0.0,0.0,0,28.5,0.159,10.911,3570.522,0.0,0,0,2031
JPN-1991,17,8,0,0.0,0.0,69.46976,63687,332.17333333333335,0.0,586.102,91.89466666666668,22.4,0.0,0.0,0.0,0,27.8,0.172,11.041,3697.592,0.0,0,0,1998
JPN-1992,18,8,0,0.0,0.0,69.75673,64361,354.0656666666667,0.0,629.72,99.081,22.7,0.0,0.0,0.0,0,27.1,0.182,11.637,3902.968,0.0,0,0,1965
JPN-1993,17,9,0,0.0,0.0,69.56595,64496,379.7616666666667,0.0,669.2725,99.75266666666666,22.8,0.0,0.0,0.0,0,24.7,0.2,12.356,4127.389,0.0,0,0,1905
JPN-1994,17,9,0,0.0,0.0,69.33826,64530,400.05300000000005,0.0,713.367,108.85833333333332,21.5,0.0,0.0,0.0,0,24.5,0.22,12.884,4357.984,0.0,0,0,1898
JPN-1995,17,8,0,0.0,0.0,69.24825,64565,414.107,73.317,709.809,92.43200000000002,22.2,0.0,0.0,0.0,0,28.2,0.482,13.232,4591.386,0.0,0,0,1883
JPN-1996,17,9,0,0.0,0.0,69.56193,64859,420.311,74.41566666666667,721.192,93.817,21.9,0.0,0.0,0.0,0,27.1,0.501,13.22,4695.109,0.0,0,0,1892
JPN-1997,18,8,0,30.531231,0.0,70.06789,65567,440.4976666666667,85.123,767.9375,104.794,22.0,0.0,0.0,0.0,0,28.7,3.279,13.63,4853.946,0.0,0,0,1864
JPN-1998,24,8,0,30.627626,0.0,69.57001,65141,447.9336666666666,89.95233333333333,788.808,111.27133333333332,23.6,0.0,0.0,0.0,0,27.6,3.512,14.275,5025.078,0.0,0,0,1841
JPN-1999,24,8,0,31.847042,0.0,69.02783,64623,473.61433333333326,95.79366666666664,837.3935,117.98133333333334,23.1,0.0,0.0,0.0,0,26.2,3.618,15.117,5337.82,0.0,0,0,1810
JPN-2000,23,8,0,33.615494,0.0,68.99153,64463,524.091,103.712,927.4105,127.516,23.8,0.0,0.0,0.0,0,27.0,3.504,15.354,5528.36,0.0,0,0,1821
JPN-2001,22,8,0,34.13689,0.0,68.85491,64120,554.0086666666667,108.01633333333332,976.3975,130.256,24.4,0.0,0.0,0.0,0,24.4,3.785,16.097,5801.82,15.856,19,0,1808
