"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"COL","EMP","TOT","PC_WKGPOP","Q","2012-Q1",66.24228,
"COL","EMP","TOT","PC_WKGPOP","Q","2012-Q2",66.33447,
"COL","EMP","TOT","PC_WKGPOP","Q","2012-Q3",65.84202,
"COL","EMP","TOT","PC_WKGPOP","Q","2012-Q4",65.65249,
"COL","EMP","TOT","PC_WKGPOP","Q","2013-Q1",65.55001,
"COL","EMP","TOT","PC_WKGPOP","Q","2013-Q2",66.28008,
"COL","EMP","TOT","PC_WKGPOP","Q","2013-Q3",66.6834,
"COL","EMP","TOT","PC_WKGPOP","Q","2013-Q4",66.35731,
"COL","EMP","TOT","PC_WKGPOP","Q","2014-Q1",66.29118,
"COL","EMP","TOT","PC_WKGPOP","Q","2014-Q2",66.84798,
"COL","EMP","TOT","PC_WKGPOP","Q","2014-Q3",66.92871,
"COL","EMP","TOT","PC_WKGPOP","Q","2014-Q4",66.77954,
"COL","EMP","TOT","PC_WKGPOP","Q","2015-Q1",66.98708,
"COL","EMP","TOT","PC_WKGPOP","Q","2015-Q2",67.58158,
"COL","EMP","TOT","PC_WKGPOP","Q","2015-Q3",67.37968,
"COL","EMP","TOT","PC_WKGPOP","Q","2015-Q4",67.60702,
"COL","EMP","TOT","PC_WKGPOP","Q","2016-Q1",66.78215,
"COL","EMP","TOT","PC_WKGPOP","Q","2016-Q2",67.56933,
"COL","EMP","TOT","PC_WKGPOP","Q","2016-Q3",66.84479,
"COL","EMP","TOT","PC_WKGPOP","Q","2016-Q4",66.95052,
"COL","EMP","TOT","PC_WKGPOP","Q","2017-Q1",66.76865,
"COL","EMP","TOT","PC_WKGPOP","Q","2017-Q2",67.8633,
"COL","EMP","TOT","PC_WKGPOP","Q","2017-Q3",66.86683,
"COL","EMP","TOT","PC_WKGPOP","Q","2017-Q4",66.25056,
"COL","EMP","TOT","PC_WKGPOP","Q","2018-Q1",66.04533,
"COL","EMP","TOT","PC_WKGPOP","Q","2018-Q2",67.49818,
"COL","EMP","TOT","PC_WKGPOP","Q","2018-Q3",66.84581,
"COL","EMP","TOT","PC_WKGPOP","Q","2018-Q4",65.43108,
"COL","EMP","TOT","PC_WKGPOP","Q","2019-Q1",65.56133,
"COL","EMP","TOT","PC_WKGPOP","Q","2019-Q2",66.34354,
"COL","EMP","TOT","PC_WKGPOP","Q","2019-Q3",64.99235,
"COL","EMP","TOT","PC_WKGPOP","Q","2019-Q4",64.59186,
"COL","EMP","TOT","PC_WKGPOP","Q","2020-Q1",63.10284,
"COL","EMP","TOT","PC_WKGPOP","Q","2020-Q2",52.31542,
"COL","EMP","TOT","PC_WKGPOP","Q","2020-Q3",56.42947,
"COL","EMP","TOT","PC_WKGPOP","Q","2020-Q4",59.50809,
"COL","EMP","TOT","PC_WKGPOP","Q","2021-Q1",57.19098,
"COL","EMP","TOT","PC_WKGPOP","Q","2021-Q2",57.83873,
"COL","EMP","TOT","PC_WKGPOP","Q","2021-Q3",58.31888,
"COL","EMP","TOT","PC_WKGPOP","Q","2021-Q4",58.05665,
"COL","EMP","TOT","PC_WKGPOP","Q","2022-Q1",60.71807,
"COL","EMP","TOT","PC_WKGPOP","Q","2022-Q2",62.60828,
"COL","EMP","TOT","PC_WKGPOP","Q","2022-Q3",62.09319,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2007-Q1",45.08238,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2007-Q2",45.57593,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2007-Q3",46.54433,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2007-Q4",46.79933,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2008-Q1",47.4744,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2008-Q2",46.75586,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2008-Q3",46.6352,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2008-Q4",44.72768,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2009-Q1",47.30928,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2009-Q2",49.16454,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2009-Q3",48.85478,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2009-Q4",49.82334,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2010-Q1",50.43391,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2010-Q2",50.51278,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2010-Q3",51.21426,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2010-Q4",50.55096,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2011-Q1",51.42474,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2011-Q2",51.49088,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2011-Q3",52.5183,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2011-Q4",53.84387,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2012-Q1",54.20964,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2012-Q2",54.42523,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2012-Q3",53.67082,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2012-Q4",53.63614,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2013-Q1",53.56287,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2013-Q2",54.66401,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2013-Q3",55.0319,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2013-Q4",54.41382,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2014-Q1",54.4297,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2014-Q2",55.03809,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2014-Q3",55.5664,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2014-Q4",55.06245,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2015-Q1",55.28548,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2015-Q2",56.19236,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2015-Q3",56.17136,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2015-Q4",56.07316,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2016-Q1",55.58703,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2016-Q2",56.44637,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2016-Q3",55.41539,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2016-Q4",55.77392,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2017-Q1",55.46914,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2017-Q2",56.75243,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2017-Q3",55.68217,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2017-Q4",55.33219,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q1",54.61168,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q2",56.25849,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q3",55.60572,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2018-Q4",53.78336,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2019-Q1",54.28995,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2019-Q2",55.13154,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2019-Q3",53.67695,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2019-Q4",52.84657,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2020-Q1",51.43179,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2020-Q2",40.80897,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2020-Q3",43.49555,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2020-Q4",46.92253,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2021-Q1",43.98275,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2021-Q2",44.72988,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2021-Q3",44.77063,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2021-Q4",44.91851,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2022-Q1",48.28569,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2022-Q2",50.27341,
"COL","EMP","WOMEN","PC_WKGPOP","Q","2022-Q3",50.39806,
"COL","EMP","MEN","THND_PER","M","2007-01",9929.326,
"COL","EMP","MEN","THND_PER","M","2007-02",10080.13,
"COL","EMP","MEN","THND_PER","M","2007-03",9912.96,
"COL","EMP","MEN","THND_PER","M","2007-04",10197.12,
"COL","EMP","MEN","THND_PER","M","2007-05",10105.36,
"COL","EMP","MEN","THND_PER","M","2007-06",10177.06,
"COL","EMP","MEN","THND_PER","M","2007-07",10232.63,
"COL","EMP","MEN","THND_PER","M","2007-08",10101.43,
"COL","EMP","MEN","THND_PER","M","2007-09",10170.82,
"COL","EMP","MEN","THND_PER","M","2007-10",10218.53,
"COL","EMP","MEN","THND_PER","M","2007-11",10332.64,
"COL","EMP","MEN","THND_PER","M","2007-12",10204.81,
"COL","EMP","MEN","THND_PER","M","2008-01",10279.6,
"COL","EMP","MEN","THND_PER","M","2008-02",10240.86,
"COL","EMP","MEN","THND_PER","M","2008-03",10402.47,
"COL","EMP","MEN","THND_PER","M","2008-04",10417.61,
"COL","EMP","MEN","THND_PER","M","2008-05",10306.28,
"COL","EMP","MEN","THND_PER","M","2008-06",10179,
"COL","EMP","MEN","THND_PER","M","2008-07",10255.98,
"COL","EMP","MEN","THND_PER","M","2008-08",10435.1,
"COL","EMP","MEN","THND_PER","M","2008-09",10446.46,
"COL","EMP","MEN","THND_PER","M","2008-10",10165.26,
"COL","EMP","MEN","THND_PER","M","2008-11",10229.64,
"COL","EMP","MEN","THND_PER","M","2008-12",10369,
"COL","EMP","MEN","THND_PER","M","2009-01",10411.63,
"COL","EMP","MEN","THND_PER","M","2009-02",10621.95,
"COL","EMP","MEN","THND_PER","M","2009-03",10665.09,
"COL","EMP","MEN","THND_PER","M","2009-04",10682.21,
"COL","EMP","MEN","THND_PER","M","2009-05",10801.47,
"COL","EMP","MEN","THND_PER","M","2009-06",10820.8,
"COL","EMP","MEN","THND_PER","M","2009-07",10808.52,
"COL","EMP","MEN","THND_PER","M","2009-08",10704.42,
"COL","EMP","MEN","THND_PER","M","2009-09",10644.22,
"COL","EMP","MEN","THND_PER","M","2009-10",10798.53,
"COL","EMP","MEN","THND_PER","M","2009-11",10812.71,
"COL","EMP","MEN","THND_PER","M","2009-12",10851.13,
"COL","EMP","MEN","THND_PER","M","2010-01",10850.84,
"COL","EMP","MEN","THND_PER","M","2010-02",10859.93,
"COL","EMP","MEN","THND_PER","M","2010-03",10905.75,
"COL","EMP","MEN","THND_PER","M","2010-04",10894.3,
"COL","EMP","MEN","THND_PER","M","2010-05",10923.46,
"COL","EMP","MEN","THND_PER","M","2010-06",11061.94,
"COL","EMP","MEN","THND_PER","M","2010-07",10987.21,
"COL","EMP","MEN","THND_PER","M","2010-08",11170.07,
"COL","EMP","MEN","THND_PER","M","2010-09",11249.99,
"COL","EMP","MEN","THND_PER","M","2010-10",11090.29,
"COL","EMP","MEN","THND_PER","M","2010-11",11104.44,
"COL","EMP","MEN","THND_PER","M","2010-12",11192.97,
"COL","EMP","MEN","THND_PER","M","2011-01",11229.06,
"COL","EMP","MEN","THND_PER","M","2011-02",11199.16,
"COL","EMP","MEN","THND_PER","M","2011-03",11381.5,
"COL","EMP","MEN","THND_PER","M","2011-04",11301.49,
"COL","EMP","MEN","THND_PER","M","2011-05",11276.11,
"COL","EMP","MEN","THND_PER","M","2011-06",11327.81,
"COL","EMP","MEN","THND_PER","M","2011-07",11417.29,
"COL","EMP","MEN","THND_PER","M","2011-08",11303.25,
"COL","EMP","MEN","THND_PER","M","2011-09",11542.69,
"COL","EMP","MEN","THND_PER","M","2011-10",11598.04,
"COL","EMP","MEN","THND_PER","M","2011-11",11556.33,
"COL","EMP","MEN","THND_PER","M","2011-12",11590.53,
"COL","EMP","MEN","THND_PER","M","2012-01",11618.81,
"COL","EMP","MEN","THND_PER","M","2012-02",11591.64,
"COL","EMP","MEN","THND_PER","M","2012-03",11699.64,
"COL","EMP","MEN","THND_PER","M","2012-04",11560.46,
"COL","EMP","MEN","THND_PER","M","2012-05",11670.55,
"COL","EMP","MEN","THND_PER","M","2012-06",11772.5,
"COL","EMP","MEN","THND_PER","M","2012-07",11666.46,
"COL","EMP","MEN","THND_PER","M","2012-08",11840.56,
"COL","EMP","MEN","THND_PER","M","2012-09",11624.49,
"COL","EMP","MEN","THND_PER","M","2012-10",11654.88,
"COL","EMP","MEN","THND_PER","M","2012-11",11649.8,
"COL","EMP","MEN","THND_PER","M","2012-12",11676.85,
"COL","EMP","MEN","THND_PER","M","2013-01",11804.62,
"COL","EMP","MEN","THND_PER","M","2013-02",11731.22,
"COL","EMP","MEN","THND_PER","M","2013-03",11666.26,
"COL","EMP","MEN","THND_PER","M","2013-04",11705.92,
"COL","EMP","MEN","THND_PER","M","2013-05",11898.76,
"COL","EMP","MEN","THND_PER","M","2013-06",11731.64,
"COL","EMP","MEN","THND_PER","M","2013-07",11939.3,
"COL","EMP","MEN","THND_PER","M","2013-08",11844.74,
"COL","EMP","MEN","THND_PER","M","2013-09",11931.69,
"COL","EMP","MEN","THND_PER","M","2013-10",11889.58,
"COL","EMP","MEN","THND_PER","M","2013-11",11838.46,
"COL","EMP","MEN","THND_PER","M","2013-12",12028.71,
"COL","EMP","MEN","THND_PER","M","2014-01",12020.77,
"COL","EMP","MEN","THND_PER","M","2014-02",11914.88,
"COL","EMP","MEN","THND_PER","M","2014-03",11944.02,
"COL","EMP","MEN","THND_PER","M","2014-04",12036.2,
"COL","EMP","MEN","THND_PER","M","2014-05",12157.97,
"COL","EMP","MEN","THND_PER","M","2014-06",12034.19,
"COL","EMP","MEN","THND_PER","M","2014-07",11985.09,
"COL","EMP","MEN","THND_PER","M","2014-08",12083.29,
"COL","EMP","MEN","THND_PER","M","2014-09",12171.67,
"COL","EMP","MEN","THND_PER","M","2014-10",12202.93,
"COL","EMP","MEN","THND_PER","M","2014-11",12187.79,
"COL","EMP","MEN","THND_PER","M","2014-12",12033.25,
"COL","EMP","MEN","THND_PER","M","2015-01",12197.44,
"COL","EMP","MEN","THND_PER","M","2015-02",12239.67,
"COL","EMP","MEN","THND_PER","M","2015-03",12254.42,
"COL","EMP","MEN","THND_PER","M","2015-04",12324.98,
"COL","EMP","MEN","THND_PER","M","2015-05",12313.82,
"COL","EMP","MEN","THND_PER","M","2015-06",12286.17,
"COL","EMP","MEN","THND_PER","M","2015-07",12386.71,
"COL","EMP","MEN","THND_PER","M","2015-08",12299.36,
"COL","EMP","MEN","THND_PER","M","2015-09",12188.76,
"COL","EMP","MEN","THND_PER","M","2015-10",12339.5,
"COL","EMP","MEN","THND_PER","M","2015-11",12417.17,
"COL","EMP","MEN","THND_PER","M","2015-12",12366.21,
"COL","EMP","MEN","THND_PER","M","2016-01",12367.22,
"COL","EMP","MEN","THND_PER","M","2016-02",12333.47,
"COL","EMP","MEN","THND_PER","M","2016-03",12209.96,
"COL","EMP","MEN","THND_PER","M","2016-04",12600.61,
"COL","EMP","MEN","THND_PER","M","2016-05",12336.05,
"COL","EMP","MEN","THND_PER","M","2016-06",12434.51,
"COL","EMP","MEN","THND_PER","M","2016-07",12332.62,
"COL","EMP","MEN","THND_PER","M","2016-08",12464,
"COL","EMP","MEN","THND_PER","M","2016-09",12398.64,
"COL","EMP","MEN","THND_PER","M","2016-10",12405.14,
"COL","EMP","MEN","THND_PER","M","2016-11",12438.03,
"COL","EMP","MEN","THND_PER","M","2016-12",12409.64,
"COL","EMP","MEN","THND_PER","M","2017-01",12499.46,
"COL","EMP","MEN","THND_PER","M","2017-02",12440.83,
"COL","EMP","MEN","THND_PER","M","2017-03",12515,
"COL","EMP","MEN","THND_PER","M","2017-04",12737.76,
"COL","EMP","MEN","THND_PER","M","2017-05",12707.11,
"COL","EMP","MEN","THND_PER","M","2017-06",12714.15,
"COL","EMP","MEN","THND_PER","M","2017-07",12661.38,
"COL","EMP","MEN","THND_PER","M","2017-08",12581.22,
"COL","EMP","MEN","THND_PER","M","2017-09",12535.48,
"COL","EMP","MEN","THND_PER","M","2017-10",12463.09,
"COL","EMP","MEN","THND_PER","M","2017-11",12592.99,
"COL","EMP","MEN","THND_PER","M","2017-12",12438.92,
"COL","EMP","MEN","THND_PER","M","2018-01",12585.64,
"COL","EMP","MEN","THND_PER","M","2018-02",12543.46,
"COL","EMP","MEN","THND_PER","M","2018-03",12696.96,
"COL","EMP","MEN","THND_PER","M","2018-04",12968.17,
"COL","EMP","MEN","THND_PER","M","2018-05",12949.45,
"COL","EMP","MEN","THND_PER","M","2018-06",12936.23,
"COL","EMP","MEN","THND_PER","M","2018-07",12939.32,
"COL","EMP","MEN","THND_PER","M","2018-08",12786.48,
"COL","EMP","MEN","THND_PER","M","2018-09",12834.94,
"COL","EMP","MEN","THND_PER","M","2018-10",12690.88,
"COL","EMP","MEN","THND_PER","M","2018-11",12574.36,
"COL","EMP","MEN","THND_PER","M","2018-12",12813.59,
"COL","EMP","MEN","THND_PER","M","2019-01",12772.04,
"COL","EMP","MEN","THND_PER","M","2019-02",12695.18,
"COL","EMP","MEN","THND_PER","M","2019-03",12818.15,
"COL","EMP","MEN","THND_PER","M","2019-04",13112.39,
"COL","EMP","MEN","THND_PER","M","2019-05",13073.62,
"COL","EMP","MEN","THND_PER","M","2019-06",13123.17,
"COL","EMP","MEN","THND_PER","M","2019-07",12870.24,
"COL","EMP","MEN","THND_PER","M","2019-08",12832.39,
"COL","EMP","MEN","THND_PER","M","2019-09",12775.69,
"COL","EMP","MEN","THND_PER","M","2019-10",12737.97,
"COL","EMP","MEN","THND_PER","M","2019-11",12922.39,
"COL","EMP","MEN","THND_PER","M","2019-12",12903.37,
"COL","EMP","MEN","THND_PER","M","2020-01",12905.77,
"COL","EMP","MEN","THND_PER","M","2020-02",12914.12,
"COL","EMP","MEN","THND_PER","M","2020-03",12167.59,
"COL","EMP","MEN","THND_PER","M","2020-04",10590.82,
"COL","EMP","MEN","THND_PER","M","2020-05",10900.1,
"COL","EMP","MEN","THND_PER","M","2020-06",11385.37,
"COL","EMP","MEN","THND_PER","M","2020-07",11516.87,
"COL","EMP","MEN","THND_PER","M","2020-08",12004.56,
"COL","EMP","MEN","THND_PER","M","2020-09",12113.92,
"COL","EMP","MEN","THND_PER","M","2020-10",12382.26,
"COL","EMP","MEN","THND_PER","M","2020-11",12421.48,
"COL","EMP","MEN","THND_PER","M","2020-12",12389.48,
"COL","EMP","MEN","THND_PER","M","2021-01",11877.49,
"COL","EMP","MEN","THND_PER","M","2021-02",12161.96,
"COL","EMP","MEN","THND_PER","M","2021-03",12400.78,
"COL","EMP","MEN","THND_PER","M","2021-04",12539.33,
"COL","EMP","MEN","THND_PER","M","2021-05",12449.25,
"COL","EMP","MEN","THND_PER","M","2021-06",12339.96,
"COL","EMP","MEN","THND_PER","M","2021-07",12576.44,
"COL","EMP","MEN","THND_PER","M","2021-08",12526.53,
"COL","EMP","MEN","THND_PER","M","2021-09",12557.47,
"COL","EMP","MEN","THND_PER","M","2021-10",12470.61,
"COL","EMP","MEN","THND_PER","M","2021-11",12489.26,
"COL","EMP","MEN","THND_PER","M","2021-12",12492.12,
"COL","EMP","MEN","THND_PER","M","2022-01",12712.79,
"COL","EMP","MEN","THND_PER","M","2022-02",12754.92,
"COL","EMP","MEN","THND_PER","M","2022-03",12972.58,
"COL","EMP","MEN","THND_PER","M","2022-04",13382.21,
"COL","EMP","MEN","THND_PER","M","2022-05",13430.82,
"COL","EMP","MEN","THND_PER","M","2022-06",13188.49,
"COL","EMP","MEN","THND_PER","M","2022-07",13172.78,
"COL","EMP","MEN","THND_PER","M","2022-08",13000.76,
"COL","EMP","MEN","THND_PER","M","2022-09",13042.34,
"COL","EMP","MEN","THND_PER","M","2022-10",13032.14,
"COL","EMP","MEN","THND_PER","M","2022-11",12933.64,
"COL","EMP","TOT","THND_PER","M","2007-01",16233.92,
"COL","EMP","TOT","THND_PER","M","2007-02",16492.21,
"COL","EMP","TOT","THND_PER","M","2007-03",16278.7,
"COL","EMP","TOT","THND_PER","M","2007-04",16667.27,
"COL","EMP","TOT","THND_PER","M","2007-05",16442.71,
"COL","EMP","TOT","THND_PER","M","2007-06",16673.89,
"COL","EMP","TOT","THND_PER","M","2007-07",16728.27,
"COL","EMP","TOT","THND_PER","M","2007-08",16769.67,
"COL","EMP","TOT","THND_PER","M","2007-09",16827.8,
"COL","EMP","TOT","THND_PER","M","2007-10",16903.94,
"COL","EMP","TOT","THND_PER","M","2007-11",17049.32,
"COL","EMP","TOT","THND_PER","M","2007-12",16790.05,
"COL","EMP","TOT","THND_PER","M","2008-01",16924.05,
"COL","EMP","TOT","THND_PER","M","2008-02",17077.83,
"COL","EMP","TOT","THND_PER","M","2008-03",17233.25,
"COL","EMP","TOT","THND_PER","M","2008-04",17135.03,
"COL","EMP","TOT","THND_PER","M","2008-05",17181.01,
"COL","EMP","TOT","THND_PER","M","2008-06",16690.92,
"COL","EMP","TOT","THND_PER","M","2008-07",17076.75,
"COL","EMP","TOT","THND_PER","M","2008-08",17079.51,
"COL","EMP","TOT","THND_PER","M","2008-09",17164.34,
"COL","EMP","TOT","THND_PER","M","2008-10",16534.9,
"COL","EMP","TOT","THND_PER","M","2008-11",16495.57,
"COL","EMP","TOT","THND_PER","M","2008-12",17139.25,
"COL","EMP","TOT","THND_PER","M","2009-01",17222.88,
"COL","EMP","TOT","THND_PER","M","2009-02",17476.16,
"COL","EMP","TOT","THND_PER","M","2009-03",17714.73,
"COL","EMP","TOT","THND_PER","M","2009-04",17821.88,
"COL","EMP","TOT","THND_PER","M","2009-05",18026.17,
"COL","EMP","TOT","THND_PER","M","2009-06",18067.8,
"COL","EMP","TOT","THND_PER","M","2009-07",18107.79,
"COL","EMP","TOT","THND_PER","M","2009-08",17848.5,
"COL","EMP","TOT","THND_PER","M","2009-09",17786.85,
"COL","EMP","TOT","THND_PER","M","2009-10",18005.66,
"COL","EMP","TOT","THND_PER","M","2009-11",18228.04,
"COL","EMP","TOT","THND_PER","M","2009-12",18362.61,
"COL","EMP","TOT","THND_PER","M","2010-01",18315.3,
"COL","EMP","TOT","THND_PER","M","2010-02",18508.58,
"COL","EMP","TOT","THND_PER","M","2010-03",18294.73,
"COL","EMP","TOT","THND_PER","M","2010-04",18502.34,
"COL","EMP","TOT","THND_PER","M","2010-05",18363.27,
"COL","EMP","TOT","THND_PER","M","2010-06",18605.76,
"COL","EMP","TOT","THND_PER","M","2010-07",18595.09,
"COL","EMP","TOT","THND_PER","M","2010-08",18782.26,
"COL","EMP","TOT","THND_PER","M","2010-09",19056.4,
"COL","EMP","TOT","THND_PER","M","2010-10",18648.18,
"COL","EMP","TOT","THND_PER","M","2010-11",18846.49,
"COL","EMP","TOT","THND_PER","M","2010-12",18812.73,
"COL","EMP","TOT","THND_PER","M","2011-01",19066.47,
"COL","EMP","TOT","THND_PER","M","2011-02",18807.21,
"COL","EMP","TOT","THND_PER","M","2011-03",19178.88,
"COL","EMP","TOT","THND_PER","M","2011-04",18988.83,
"COL","EMP","TOT","THND_PER","M","2011-05",19181.96,
"COL","EMP","TOT","THND_PER","M","2011-06",19171.51,
"COL","EMP","TOT","THND_PER","M","2011-07",19354.01,
"COL","EMP","TOT","THND_PER","M","2011-08",19297.35,
"COL","EMP","TOT","THND_PER","M","2011-09",19680.35,
"COL","EMP","TOT","THND_PER","M","2011-10",19861.57,
"COL","EMP","TOT","THND_PER","M","2011-11",19885.9,
"COL","EMP","TOT","THND_PER","M","2011-12",19731.36,
"COL","EMP","TOT","THND_PER","M","2012-01",19899.25,
"COL","EMP","TOT","THND_PER","M","2012-02",19934.24,
"COL","EMP","TOT","THND_PER","M","2012-03",20143.56,
"COL","EMP","TOT","THND_PER","M","2012-04",19904.58,
"COL","EMP","TOT","THND_PER","M","2012-05",20031.25,
"COL","EMP","TOT","THND_PER","M","2012-06",20303.74,
"COL","EMP","TOT","THND_PER","M","2012-07",19987.9,
"COL","EMP","TOT","THND_PER","M","2012-08",20201.4,
"COL","EMP","TOT","THND_PER","M","2012-09",19878.25,
"COL","EMP","TOT","THND_PER","M","2012-10",19898.7,
"COL","EMP","TOT","THND_PER","M","2012-11",19902.25,
"COL","EMP","TOT","THND_PER","M","2012-12",20116.83,
"COL","EMP","TOT","THND_PER","M","2013-01",20234.13,
"COL","EMP","TOT","THND_PER","M","2013-02",20022.3,
"COL","EMP","TOT","THND_PER","M","2013-03",20037.56,
"COL","EMP","TOT","THND_PER","M","2013-04",20118.59,
"COL","EMP","TOT","THND_PER","M","2013-05",20556.56,
"COL","EMP","TOT","THND_PER","M","2013-06",20301.67,
"COL","EMP","TOT","THND_PER","M","2013-07",20592.09,
"COL","EMP","TOT","THND_PER","M","2013-08",20551.51,
"COL","EMP","TOT","THND_PER","M","2013-09",20481.37,
"COL","EMP","TOT","THND_PER","M","2013-10",20570.29,
"COL","EMP","TOT","THND_PER","M","2013-11",20373.45,
"COL","EMP","TOT","THND_PER","M","2013-12",20607.54,
"COL","EMP","TOT","THND_PER","M","2014-01",20630.07,
"COL","EMP","TOT","THND_PER","M","2014-02",20432.66,
"COL","EMP","TOT","THND_PER","M","2014-03",20569.45,
"COL","EMP","TOT","THND_PER","M","2014-04",20809.82,
"COL","EMP","TOT","THND_PER","M","2014-05",20843.78,
"COL","EMP","TOT","THND_PER","M","2014-06",20784.2,
"COL","EMP","TOT","THND_PER","M","2014-07",20791.85,
"COL","EMP","TOT","THND_PER","M","2014-08",20978.77,
"COL","EMP","TOT","THND_PER","M","2014-09",21040.94,
"COL","EMP","TOT","THND_PER","M","2014-10",21054.13,
"COL","EMP","TOT","THND_PER","M","2014-11",21015.18,
"COL","EMP","TOT","THND_PER","M","2014-12",20726.31,
"COL","EMP","TOT","THND_PER","M","2015-01",21015.16,
"COL","EMP","TOT","THND_PER","M","2015-02",21039.82,
"COL","EMP","TOT","THND_PER","M","2015-03",21255.11,
"COL","EMP","TOT","THND_PER","M","2015-04",21356.32,
"COL","EMP","TOT","THND_PER","M","2015-05",21369.16,
"COL","EMP","TOT","THND_PER","M","2015-06",21325.74,
"COL","EMP","TOT","THND_PER","M","2015-07",21414.85,
"COL","EMP","TOT","THND_PER","M","2015-08",21317.3,
"COL","EMP","TOT","THND_PER","M","2015-09",21318.81,
"COL","EMP","TOT","THND_PER","M","2015-10",21411.48,
"COL","EMP","TOT","THND_PER","M","2015-11",21580.16,
"COL","EMP","TOT","THND_PER","M","2015-12",21339.14,
"COL","EMP","TOT","THND_PER","M","2016-01",21394.26,
"COL","EMP","TOT","THND_PER","M","2016-02",21428.36,
"COL","EMP","TOT","THND_PER","M","2016-03",21174.42,
"COL","EMP","TOT","THND_PER","M","2016-04",21784.73,
"COL","EMP","TOT","THND_PER","M","2016-05",21512.89,
"COL","EMP","TOT","THND_PER","M","2016-06",21602.45,
"COL","EMP","TOT","THND_PER","M","2016-07",21380.18,
"COL","EMP","TOT","THND_PER","M","2016-08",21545.88,
"COL","EMP","TOT","THND_PER","M","2016-09",21509.68,
"COL","EMP","TOT","THND_PER","M","2016-10",21564.4,
"COL","EMP","TOT","THND_PER","M","2016-11",21696.9,
"COL","EMP","TOT","THND_PER","M","2016-12",21467.65,
"COL","EMP","TOT","THND_PER","M","2017-01",21606.92,
"COL","EMP","TOT","THND_PER","M","2017-02",21570.07,
"COL","EMP","TOT","THND_PER","M","2017-03",21652.64,
"COL","EMP","TOT","THND_PER","M","2017-04",22263.31,
"COL","EMP","TOT","THND_PER","M","2017-05",21943.02,
